Symbol,Description,Price,Price - Currency,Exchange,Price Change % 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Dividend yield %, Trailing 12 months",Performance % 5 years,Performance % 1 year,Performance % 6 months,Performance % 3 months,Performance % 1 month,Simple Moving Average (21) 1 day,Simple Moving Average (200) 1 day,Simple Moving Average (50) 1 day,Beta 5 years,Beta 1 year,Average True Range (14) 1 day,"Return on equity %, Trailing 12 months","Return on capital employed %, Trailing 12 months",perf_sum,perf_norm,MRAT,Diff,score
WTRG,"Essential Utilities, Inc.",41.43,USD,NYSE,0.31,11619816304.92,USD,17.72,3.19,-6.08,2.73,3.01,11.64,10.63,40.4,38.23,39.29,0.81,-0.14,0.79,10.02,5.24,17.38,1.02,1.06,1.08,2.07
WMB,"Williams Companies, Inc. (The)",57.8,USD,NYSE,-1.92,70584052245.82,USD,29.16,3.35,183.47,9.97,-2.36,-1.47,-6.89,62.78,58.77,60.26,0.67,0.62,1.47,19.64,7.02,6.14,1.01,1.07,0.98,2.07
WSP,WSP Global Inc,283.33,CAD,TSX,0.61,26273195654.12,USD,46.13,0.53,220.47,13.71,15.7,-1.41,3.54,277.86,265.87,280.25,0.75,0.77,5.02,10.52,12.74,28.0,1.03,1.05,1.07,2.07
SYY,Sysco Corporation,77.92,USD,NYSE,-0.37,37285299778.2,USD,20.87,2.65,18.74,4.59,8.3,-2.51,-5.13,80.07,75.76,80.52,0.84,0.34,1.33,99.08,21.04,10.37,1.01,1.06,1.03,2.07
HOG,"Harley-Davidson, Inc.",28.04,USD,NYSE,1.48,3408341349.24,USD,14.52,2.58,-5.46,-19.33,18.86,14.87,-2.44,27.31,25.83,28.37,1.28,0.82,0.78,7.19,0.25,14.4,1.01,1.06,1.09,2.07
CHG,CHAPTERS Group AG,37.6,EUR,XETR,-1.57,1057759415.35,USD,,0.0,852.82,57.98,7.43,-12.96,-3.59,37.84,37.25,38.28,0.86,0.22,1.81,-12.43,-8.65,52.45,1.05,1.02,1.01,2.07
NYT,New York Times Company (The),57.32,USD,NYSE,0.62,9333589354.18,USD,29.51,1.09,36.57,5.29,13.26,9.1,-1.26,56.01,53.73,57.7,1.16,0.58,0.97,17.13,18.72,27.65,1.03,1.04,1.07,2.07
ONTO,Onto Innovation Inc.,135.79,USD,NYSE,2.93,6654194476.86,USD,33.61,0.0,293.48,-33.45,9.14,38.12,-0.53,133.87,126.3,121.3,1.6,2.18,6.94,10.53,12.72,13.81,1.01,1.06,1.08,2.07
BT.A,BT Group plc,186.45,GBX,LSE,-0.24,24253174570.46,USD,17.62,4.37,80.23,29.75,12.18,-14.86,-5.24,186.34,178.35,197.89,0.96,0.7,3.42,8.29,8.05,27.07,1.03,1.04,1.05,2.07
BSY,"Bentley Systems, Incorporated",51.97,USD,NASDAQ,1.29,15779700881.2,USD,66.41,0.53,43.52,4.67,18.54,-11.04,-1.39,52.0,49.02,52.86,1.07,0.67,1.44,23.69,13.37,12.18,1.01,1.06,1.06,2.07
SO,Southern Company (The),96.28,USD,NYSE,0.13,105907061580.59,USD,24.86,3.04,58.45,2.55,5.74,1.44,2.85,96.54,90.77,94.29,0.41,0.02,1.36,12.89,5.36,9.73,1.01,1.06,1.06,2.07
FLR,Fluor Corporation,48.97,USD,NYSE,2.73,7916703780.9,USD,2.02,0.0,303.71,-7.31,39.91,-12.91,9.92,45.51,43.18,43.37,1.48,1.35,2.2,102.24,4.91,19.7,1.02,1.05,1.13,2.07
PCOR,"Procore Technologies, Inc.",75.0,USD,NYSE,2.05,11264459282.56,USD,,0.0,-10.71,19.45,19.69,0.42,1.94,72.63,70.21,70.62,0.9,1.66,2.74,-11.54,-12.57,39.55,1.04,1.03,1.07,2.07
NUE,Nucor Corporation,139.73,USD,NYSE,0.92,32072987185.61,USD,25.23,1.59,177.9,-1.51,21.72,-1.47,3.83,136.75,130.13,140.41,1.76,1.39,3.91,6.28,7.4,18.74,1.02,1.05,1.07,2.07
BXMX,Nuveen S&P 500 Buy-Write Income Fund of Benef Interest,14.55,USD,NYSE,0.48,1508309200.0,USD,11.67,7.28,27.19,6.05,14.03,3.26,1.39,14.34,13.73,14.27,0.87,0.76,0.15,8.37,,23.34,1.02,1.04,1.06,2.07
RICA,Ruffer Investment Co. Ltd.,300.0,GBX,LSE,1.52,1168189374.3,USD,,2.01,24.15,9.09,7.9,3.63,3.56,294.98,282.29,289.71,0.49,0.0,6.82,4.37,,20.62,1.02,1.04,1.06,2.07
SSAB_A,SSAB AB Class A,60.76,SEK,OMXSTO,0.0,6296967947.35,USD,12.23,4.28,110.68,23.0,0.5,4.87,8.66,61.22,58.77,57.7,1.36,1.36,1.93,7.29,7.25,28.36,1.03,1.04,1.03,2.07
AGNC,AGNC Investment Corp.,10.24,USD,NASDAQ,1.49,10628024284.0,USD,15.56,14.27,-27.22,2.4,17.57,6.28,4.07,10.0,9.59,9.97,1.31,0.57,0.18,7.94,,26.25,1.03,1.04,1.07,2.07
TDOC,"Teladoc Health, Inc.",9.36,USD,NYSE,8.78,1652941184.13,USD,,0.0,-95.65,6.19,30.11,13.39,11.5,8.57,8.36,8.1,1.91,1.58,0.54,,,49.69,1.05,1.02,1.12,2.07
DTE,DTE Energy Company,141.94,USD,NYSE,0.28,29463972863.74,USD,20.42,3.08,34.03,9.18,3.86,1.98,2.85,141.27,134.11,138.83,0.43,0.15,1.86,12.61,4.07,15.02,1.02,1.05,1.06,2.07
SGKN,St.Galler Kantonalbank AG,508.0,CHF,SIX,0.0,3821257808.95,USD,13.28,3.74,30.26,18.28,3.25,2.11,2.63,507.33,486.71,504.66,0.2,0.3,6.69,7.75,0.6,23.64,1.02,1.04,1.04,2.07
FR,"First Industrial Realty Trust, Inc.",56.18,USD,NYSE,0.83,7605859608.0,USD,31.42,3.06,33.57,1.72,18.27,12.07,8.62,52.94,51.2,52.07,1.08,0.68,0.99,8.97,,32.06,1.03,1.03,1.1,2.07
ENTG,"Entegris, Inc.",93.24,USD,NASDAQ,2.74,14134426569.17,USD,47.93,0.44,18.39,-10.63,18.41,2.48,-2.63,92.88,87.39,88.75,1.38,2.13,4.37,8.08,6.76,10.25,1.01,1.06,1.07,2.07
FSUN,FirstSun Capital Bancorp,40.27,USD,NASDAQ,1.61,1120917516.85,USD,12.82,0.0,67.79,-1.18,12.9,3.6,1.33,39.72,37.65,38.77,0.31,0.93,1.38,8.48,2.81,15.32,1.02,1.06,1.07,2.07
SU,Suncor Energy Inc.,55.7,CAD,TSX,0.51,48028192687.5,USD,12.3,4.11,242.56,4.5,14.19,2.52,-5.56,56.4,53.61,56.44,1.15,1.09,1.06,12.71,10.31,21.21,1.02,1.05,1.04,2.07
USB,U.S. Bancorp,48.52,USD,NYSE,1.47,75514092731.46,USD,11.11,4.22,18.7,0.11,22.04,5.19,-1.53,47.36,45.28,48.05,1.08,1.28,1.05,11.71,1.65,27.35,1.03,1.05,1.07,2.07
LAS.A,"Lassonde Industries, Inc. Class A",214.44,CAD,TSX,2.16,1044898216.83,USD,12.65,2.01,31.16,22.61,4.55,0.63,-5.32,214.69,206.46,215.81,-0.08,0.7,3.9,11.31,11.54,27.79,1.03,1.04,1.04,2.07
RATO_A,Ratos AB Class A,40.0,SEK,OMXSTO,1.78,1347596033.96,USD,15.9,3.44,15.27,12.99,15.87,7.82,6.95,39.11,37.75,37.8,1.13,1.24,0.91,6.59,3.28,36.69,1.04,1.04,1.06,2.07
FCC,"Fomento de Construcciones y Contratas, S.A.",11.52,EUR,BME,-0.52,6360616589.55,USD,23.0,3.5,101.54,33.04,7.48,0.17,3.41,11.26,10.98,11.14,0.94,0.87,0.27,5.28,6.86,40.69,1.04,1.03,1.05,2.07
SYNA,Synaptics Incorporated,71.53,USD,NASDAQ,0.65,2765095193.66,USD,,0.0,-11.96,-0.29,29.47,8.0,-0.11,68.64,66.29,69.53,1.63,2.12,2.71,-3.34,-2.61,37.18,1.04,1.04,1.08,2.07
WTFC,Wintrust Financial Corporation,128.5,USD,NASDAQ,1.9,8603368616.9,USD,11.81,1.55,154.91,12.01,16.72,-3.25,-3.69,129.17,123.93,132.27,0.83,1.31,3.84,11.69,4.51,25.49,1.03,1.04,1.04,2.07
BKU,"BankUnited, Inc.",38.12,USD,NYSE,3.33,2867110981.19,USD,10.77,3.25,40.92,8.33,14.51,-1.73,-0.1,38.14,36.5,38.34,1.28,1.25,1.29,9.04,1.67,21.11,1.02,1.04,1.04,2.07
WBS,Webster Financial Corporation,56.8,USD,NYSE,1.77,9439515235.02,USD,10.58,2.87,70.93,10.21,20.36,-5.11,-6.81,57.83,55.28,59.59,1.04,1.5,1.76,9.95,2.98,25.46,1.03,1.05,1.03,2.07
HLT,Hilton Worldwide Holdings Inc.,269.48,USD,NYSE,0.69,62636629515.84,USD,39.05,0.22,184.26,15.61,22.74,0.11,2.07,262.37,253.79,267.89,1.19,0.94,6.02,,,38.45,1.04,1.03,1.06,2.07
ADV,Adtran Networks SE,21.5,EUR,XETR,-0.46,1297769603.88,USD,,2.41,220.9,10.26,6.97,4.37,0.47,21.66,20.61,21.34,0.09,0.02,0.18,,,21.59,1.02,1.05,1.04,2.07
CVLT,"Commvault Systems, Inc.",170.18,USD,NASDAQ,1.28,7566367109.69,USD,94.86,0.0,304.24,27.61,4.59,2.52,-11.21,177.01,172.57,180.62,0.72,1.3,6.26,25.08,16.02,34.73,1.03,1.03,0.99,2.06
ALFA,Alfa Laval AB,468.2,SEK,OMXSTO,1.23,20282439399.29,USD,24.11,1.84,144.55,-1.84,15.89,9.93,6.75,447.58,433.04,439.74,1.11,0.95,7.35,20.37,22.04,23.98,1.02,1.03,1.08,2.06
FDR,"Fluidra, S.A.",23.82,EUR,BME,1.62,5166119575.34,USD,27.97,2.07,52.11,4.38,16.2,3.48,2.41,23.38,22.58,23.91,0.81,1.1,0.45,10.25,9.67,24.05,1.02,1.04,1.05,2.06
LUV,Southwest Airlines Company,32.0,USD,NYSE,1.09,16803379718.49,USD,48.95,2.27,-23.89,4.73,21.29,-4.06,-4.15,32.71,31.58,32.32,1.2,1.37,1.18,4.22,2.99,21.95,1.02,1.04,1.01,2.06
BRE,Brembo N.V.,9.35,EUR,MIL,0.75,5516607431.26,USD,12.52,3.23,-2.45,-8.33,14.65,8.85,1.58,9.09,8.7,9.18,0.97,0.91,0.21,,,15.17,1.02,1.05,1.08,2.06
GPOR,Gulfport Energy Corporation,186.14,USD,NYSE,0.43,3268851474.72,USD,,0.0,200.22,27.76,9.61,6.9,7.65,183.09,180.82,176.4,0.61,0.71,5.95,-6.25,12.92,44.28,1.04,1.01,1.03,2.06
AGS,ageas SA/NV,57.45,EUR,EURONEXT,0.35,12956643053.06,USD,9.18,4.28,58.0,19.44,6.59,-2.21,-1.29,58.01,55.96,58.99,0.77,0.58,0.7,14.77,1.39,23.81,1.02,1.04,1.03,2.06
RIVN,"Rivian Automotive, Inc.",13.18,USD,NASDAQ,0.73,15999127270.86,USD,,0.0,-87.65,26.9,9.56,-5.08,-14.99,13.53,13.16,13.68,1.83,1.15,0.57,-54.42,-27.77,31.38,1.03,1.03,1.0,2.06
CAMX,Camurus AB,622.5,SEK,OMXSTO,-4.08,4121111021.94,USD,51.94,0.0,235.04,4.97,5.15,-12.88,-9.19,672.69,631.25,691.41,0.49,0.39,17.21,21.13,24.24,-2.75,1.0,1.07,0.99,2.06
CNX,CNX Resources Corporation,32.68,USD,NYSE,-0.18,4621558903.73,USD,55.28,0.0,184.92,-8.69,14.71,0.68,7.18,32.58,30.89,30.85,0.55,0.68,0.94,3.73,7.73,6.7,1.01,1.05,1.06,2.06
ESNT,Essent Group Ltd.,61.58,USD,NYSE,0.9,6067708823.96,USD,8.98,1.98,45.41,-0.18,9.91,9.17,-3.81,60.82,58.66,62.32,0.88,0.65,1.06,12.94,13.19,18.89,1.02,1.04,1.05,2.06
ALV,Allianz SE,352.5,EUR,XETR,0.66,156359718181.63,USD,,4.4,118.94,19.94,-1.59,2.47,1.59,360.39,346.23,358.63,0.99,0.91,5.38,,,20.82,1.02,1.04,1.02,2.06
ARCAD,Arcadis NV,50.45,EUR,EURONEXT,2.13,5175099218.67,USD,19.03,2.02,162.76,-21.66,21.86,18.71,15.13,47.31,45.46,43.88,1.23,0.78,1.11,21.45,15.81,18.9,1.02,1.04,1.11,2.06
ACO.X,ATCO Ltd. Class I,54.34,CAD,TSX,0.39,4363002210.44,USD,13.92,3.7,36.91,12.13,9.14,5.97,11.12,51.59,49.73,50.37,0.48,-0.06,0.7,9.5,4.74,27.24,1.03,1.04,1.09,2.06
FITB,Fifth Third Bancorp,42.96,USD,NASDAQ,2.1,28431367394.0,USD,12.84,3.59,76.7,-2.09,20.97,0.64,-4.71,43.1,41.29,44.19,0.97,1.25,1.16,11.52,3.74,19.52,1.02,1.04,1.04,2.06
HLIT,Harmonic Inc.,10.48,USD,NASDAQ,0.72,1191630943.8,USD,17.91,0.0,53.37,-27.66,16.26,17.3,2.9,10.3,9.81,9.95,1.01,1.41,0.27,16.36,18.71,5.9,1.01,1.05,1.07,2.06
BTT,BlackRock Municipal 2030 Target Term Trust of Beneficial Interest,22.68,USD,NYSE,0.04,1463901648.0,USD,26.94,2.46,-9.39,7.18,7.34,2.76,1.02,22.57,21.67,22.48,0.47,0.06,0.16,3.5,,17.28,1.02,1.04,1.05,2.06
BURL,"Burlington Stores, Inc.",272.09,USD,NYSE,1.48,17151196323.42,USD,32.11,0.0,34.39,6.4,23.43,-2.56,3.06,265.04,256.56,272.21,1.74,0.95,8.18,43.41,12.03,27.27,1.03,1.03,1.06,2.06
CATY,Cathay General Bancorp,47.6,USD,NASDAQ,3.16,3288846840.69,USD,10.98,2.95,94.29,4.39,12.93,1.47,-1.9,47.7,45.65,48.5,0.93,1.01,1.33,10.63,3.79,18.79,1.02,1.04,1.04,2.06
SNA,Snap-On Incorporated,346.49,USD,NYSE,-0.05,18020099093.39,USD,18.16,2.47,102.72,6.61,11.82,4.58,2.21,340.9,329.25,334.6,0.77,0.87,7.39,17.96,18.39,23.02,1.02,1.04,1.05,2.06
ROL,"Rollins, Inc.",56.77,USD,NYSE,-0.04,27513014075.55,USD,56.21,1.16,43.14,19.25,2.23,-1.88,2.57,57.22,54.86,56.92,0.69,0.38,1.01,36.52,30.15,19.6,1.02,1.04,1.03,2.06
KBH,KB Home,63.63,USD,NYSE,0.97,4120977037.1,USD,8.93,1.59,71.97,-18.56,17.92,11.75,2.61,62.2,59.22,63.3,1.4,0.58,1.84,13.04,10.9,11.11,1.01,1.05,1.07,2.06
HIG,"The Hartford Insurance Group, Inc.",124.73,USD,NYSE,-0.42,35070541323.09,USD,11.31,1.66,208.2,3.94,4.76,1.35,-5.0,129.4,123.38,130.87,0.68,0.62,2.14,19.55,11.52,10.05,1.01,1.05,1.01,2.06
VSH,"Vishay Intertechnology, Inc.",17.23,USD,NYSE,1.74,2335470127.89,USD,,2.36,-3.93,-2.41,34.89,0.97,13.25,16.13,15.65,15.6,1.16,2.04,0.68,-4.11,1.57,33.45,1.03,1.03,1.1,2.06
FBP,First BanCorp. New,20.48,USD,NYSE,2.5,3286418049.67,USD,9.95,3.5,203.41,5.68,5.57,-2.71,-6.87,21.38,20.39,21.69,0.92,1.17,0.64,18.43,3.3,8.54,1.01,1.05,1.0,2.06
INLOT,INTRALOT S.A. - Integrated Lottery Systems & Services,1.09,EUR,ATHEX,1.87,2321094850.98,USD,5450.0,0.0,763.02,0.18,2.83,-2.15,-16.28,1.17,1.1,1.18,0.38,0.57,0.03,0.53,6.62,0.86,1.0,1.06,0.99,2.06
TRIP,"TripAdvisor, Inc.",16.58,USD,NASDAQ,2.98,1925494979.87,USD,34.85,0.0,-20.86,8.51,30.24,-7.37,-9.0,15.96,15.55,16.93,1.21,1.57,0.79,8.76,8.99,31.38,1.03,1.03,1.07,2.06
GPE,Great Portland Estates plc,345.5,GBX,LSE,-0.43,1871260251.65,USD,11.7,2.28,-31.27,2.83,11.99,-1.71,9.86,329.17,313.1,316.29,1.29,1.12,7.91,6.47,,13.11,1.01,1.05,1.1,2.06
ASL,Aberforth Smaller Companies Trust PLC,1546.0,GBX,LSE,1.05,1643109408.85,USD,19.41,3.29,71.4,2.81,14.35,-2.08,0.78,1521.62,1459.37,1524.68,1.74,1.03,21.86,4.59,,15.08,1.02,1.04,1.06,2.06
NAC,Nuveen California Quality Municipal Income Fund,11.88,USD,NYSE,0.38,1712061260.0,USD,37.33,7.46,-18.5,2.81,10.16,8.65,4.53,11.64,11.2,11.44,0.55,-0.01,0.08,2.53,,21.62,1.02,1.04,1.06,2.06
GEBN,Geberit AG,609.2,CHF,SIX,-0.56,24381915566.83,USD,34.43,2.09,13.02,18.85,9.77,-2.99,4.21,602.4,581.5,598.28,1.22,0.53,8.46,49.39,31.56,25.62,1.03,1.04,1.05,2.06
CLH,"Clean Harbors, Inc.",247.38,USD,NYSE,1.56,13267633997.6,USD,34.74,0.0,333.24,-3.91,17.24,6.47,4.79,234.84,225.85,237.65,1.18,0.89,5.38,14.93,10.42,19.8,1.02,1.04,1.1,2.06
ACA,"Arcosa, Inc.",94.37,USD,NYSE,1.41,4628367715.98,USD,50.3,0.21,92.4,1.2,18.7,4.68,-1.87,92.47,89.59,94.8,0.98,1.43,2.28,3.74,6.73,24.59,1.02,1.03,1.05,2.06
BXP,BXP Inc,74.58,USD,NYSE,1.15,11677027533.0,USD,3766.67,4.94,-4.2,-14.39,13.5,5.12,-0.89,72.97,69.36,73.0,1.23,1.12,1.66,0.07,,4.22,1.0,1.05,1.08,2.06
ZION,Zions Bancorporation N.A.,53.4,USD,NASDAQ,3.33,7883976014.47,USD,9.55,3.37,63.75,2.69,19.09,-3.12,-6.92,54.28,52.25,55.68,0.91,1.38,2.0,12.75,1.88,18.66,1.02,1.04,1.02,2.06
MFC,Manulife Financial Corporation,45.62,CAD,TSX,1.28,54645423243.75,USD,14.67,3.82,137.58,9.92,9.34,7.23,5.96,44.42,42.95,43.4,0.66,0.39,0.71,11.73,,26.48,1.03,1.03,1.06,2.06
AIT,"Applied Industrial Technologies, Inc.",262.82,USD,NYSE,1.08,9921736724.84,USD,25.95,0.67,326.31,13.28,10.8,-2.3,-0.58,254.55,246.33,259.66,0.96,1.24,6.89,22.24,21.52,21.78,1.02,1.03,1.07,2.06
YCPS,Castellana Properties Socimi SA,7.35,EUR,BME,0.0,1089441975.44,USD,9.66,9.2,32.43,9.7,5.0,3.52,0.0,7.35,7.09,7.31,0.02,-0.06,0.0,11.41,,18.22,1.02,1.04,1.04,2.06
HWC,Hancock Whitney Corporation,56.5,USD,NASDAQ,1.38,4788656012.73,USD,10.12,3.14,130.24,9.67,8.8,-6.6,-10.19,59.92,57.23,61.48,0.42,0.07,1.71,11.12,2.56,11.87,1.01,1.05,0.99,2.06
GEI,Gibson Energy Inc.,24.16,CAD,TSX,0.21,2821467909.66,USD,25.03,7.05,14.5,2.59,10.72,-2.23,-10.45,24.99,23.84,25.64,0.69,0.95,0.42,17.54,8.4,11.09,1.01,1.05,1.01,2.06
SOBI,Swedish Orphan Biovitrum AB,318.6,SEK,OMXSTO,1.34,11504115858.54,USD,,0.0,118.01,-5.4,15.27,13.38,14.44,304.45,293.88,290.2,0.07,1.1,8.6,0.04,12.94,23.24,1.02,1.04,1.08,2.06
ALLN,Allreal Holding AG,193.0,CHF,SIX,-0.1,3994234939.55,USD,12.21,3.62,-1.03,22.46,4.55,5.01,5.46,186.04,181.16,184.34,0.53,0.12,2.46,10.16,,32.02,1.03,1.03,1.07,2.06
SPOL,Sparebank 1 Ostlandet,179.64,NOK,OSL,-2.9,2517006447.87,USD,9.48,5.57,113.86,15.9,9.54,-6.46,-4.04,185.72,178.13,187.31,0.68,0.65,3.31,11.24,1.74,18.98,1.02,1.04,1.01,2.06
CRR.UN,Crombie Real Estate Investment Trust,15.52,CAD,TSX,0.39,2053113658.59,USD,,5.77,16.78,1.5,6.52,5.58,3.47,15.17,14.52,15.1,0.98,0.45,0.18,-0.21,,13.6,1.01,1.04,1.07,2.06
CTRI,"Centuri Holdings, Inc.",21.08,USD,NYSE,3.51,1868280990.48,USD,,0.0,-11.26,15.92,17.02,-0.64,-2.48,20.53,20.07,20.99,1.1,1.01,0.79,-0.59,5.64,32.31,1.03,1.02,1.05,2.06
BIM,Bonhote-Immobilier SICAV - BIM,174.0,CHF,SIX,-0.11,1588810524.93,USD,29.53,1.95,18.57,16.0,8.07,5.2,0.46,171.43,166.09,171.41,0.27,0.11,2.0,4.84,,29.27,1.03,1.03,1.05,2.06
CTT,CTT - Correios de Portugal SA,7.27,EUR,EURONEXT,1.39,1114341467.43,USD,20.37,2.37,209.36,73.92,-2.28,-3.71,-0.82,7.11,7.16,7.3,0.54,0.33,0.15,20.3,5.97,67.93,1.07,0.99,1.02,2.06
CLM,"Cornerstone Strategic Investment Fund, Inc.",8.18,USD,AMEX,0.31,2062497120.0,USD,8.53,16.99,-25.11,2.44,17.26,0.06,0.18,8.29,7.98,8.21,1.13,0.72,0.1,13.61,,19.77,1.02,1.04,1.03,2.06
HST,"Host Hotels & Resorts, Inc.",16.63,USD,NASDAQ,0.0,11433836963.0,USD,17.61,0.0,43.73,-4.81,19.81,0.48,-4.37,16.63,15.91,16.92,1.38,0.96,0.34,9.8,,15.49,1.02,1.05,1.05,2.06
HAGA,Hagar hf.,114.0,ISK,OMXICE,0.44,1025358026.34,USD,16.19,2.01,106.15,22.58,3.64,5.56,7.55,108.31,104.92,106.43,0.38,0.62,1.81,24.18,17.47,31.77,1.03,1.03,1.09,2.06
USFD,US Foods Holding Corp.,75.14,USD,NYSE,-0.92,16919394379.69,USD,32.12,0.0,195.36,22.6,17.42,-8.47,-3.53,75.96,73.54,77.05,1.36,0.73,1.38,11.48,12.86,31.56,1.03,1.03,1.02,2.06
OCFC,OceanFirst Financial Corp.,18.56,USD,NASDAQ,2.03,1065072184.26,USD,14.35,4.4,10.48,1.87,14.85,6.73,3.34,18.1,17.5,18.04,1.0,1.08,0.72,4.77,1.0,23.45,1.02,1.03,1.06,2.06
SXT,Sensient Technologies Corporation,96.01,USD,NYSE,-0.17,4077173729.22,USD,30.25,1.71,36.24,24.66,17.09,-6.34,-4.52,94.27,91.67,102.85,0.55,0.63,2.43,12.18,10.95,35.4,1.04,1.03,1.05,2.06
ARI,"Apollo Commercial Real Estate Finance, Inc.",10.28,USD,NYSE,0.34,1424174282.0,USD,,9.76,14.15,16.87,8.95,4.42,-1.67,10.09,9.76,10.35,1.64,0.75,0.2,-0.35,,30.24,1.03,1.03,1.05,2.06
LEA,Lear Corporation,102.38,USD,NYSE,1.61,5447239900.22,USD,11.96,3.06,-24.72,-3.6,20.8,0.51,0.04,100.47,96.11,104.11,1.33,0.76,2.39,9.51,11.64,17.72,1.02,1.05,1.07,2.06
CLBT,Cellebrite DI Ltd.,18.62,USD,NASDAQ,1.09,4458932577.65,USD,,0.0,92.95,3.44,-4.51,27.45,2.87,18.69,18.11,17.6,1.29,0.46,0.63,-81.98,16.1,26.38,1.03,1.03,1.03,2.06
BDJ,BlackRock Enhanced Equity Dividend Trust,9.06,USD,NYSE,0.79,1590735550.0,USD,9.23,7.95,20.97,4.15,9.96,2.27,0.23,9.06,8.73,9.03,0.94,0.72,0.1,10.33,,16.37,1.02,1.04,1.04,2.06
SDR,Schroders PLC,376.76,GBX,LSE,1.28,7684311567.86,USD,16.92,5.78,-18.7,4.13,15.71,-7.2,-0.22,384.97,366.37,381.78,1.77,1.6,8.21,8.3,,12.65,1.01,1.05,1.03,2.06
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,15.73,USD,NYSE,0.96,2453881160.0,USD,8.83,7.64,41.84,7.37,16.09,0.45,-1.07,15.68,15.09,15.76,1.04,0.9,0.19,13.0,,23.91,1.02,1.04,1.04,2.06
BEKB,Bekaert SA,35.7,EUR,EURONEXT,0.56,1999090847.84,USD,10.66,3.75,75.17,4.08,6.41,-2.99,-10.41,37.39,35.58,38.12,1.49,0.98,0.88,8.18,10.64,7.5,1.01,1.05,1.0,2.06
LBRT,Liberty Energy Inc.,16.7,USD,NYSE,2.96,2704847941.45,USD,14.84,1.97,104.66,-2.74,39.17,31.6,34.14,13.5,13.65,12.09,0.75,1.55,0.95,9.21,2.8,68.03,1.07,0.99,1.22,2.06
GNTX,Gentex Corporation,24.84,USD,NASDAQ,-5.62,5452115754.12,USD,14.08,1.82,-17.72,-17.06,9.57,-9.82,-12.13,26.77,24.77,27.58,0.84,0.53,0.7,16.38,18.96,-17.31,0.98,1.08,1.0,2.06
BLCO,Bausch + Lomb Corporation,15.83,USD,NYSE,0.32,5601695260.88,USD,,0.0,-14.43,-21.2,15.55,13.64,5.04,15.03,14.27,14.94,0.63,0.91,0.43,-4.22,1.08,7.98,1.01,1.05,1.11,2.06
TRV,"The Travelers Companies, Inc.",269.66,USD,NYSE,0.21,60151281995.53,USD,10.6,1.6,111.61,3.72,3.71,3.12,-2.23,273.87,261.91,273.96,0.52,0.49,5.3,19.81,11.49,10.54,1.01,1.05,1.03,2.06
AME,"AMETEK, Inc.",188.04,USD,NYSE,-0.61,43428579864.51,USD,30.32,0.64,74.16,12.73,12.67,4.49,0.55,185.26,179.81,185.98,1.11,0.9,3.47,14.64,14.09,29.89,1.03,1.03,1.05,2.06
FLNG,FLEX LNG Ltd.,25.18,USD,NYSE,-0.42,1336988121.1,USD,13.73,11.87,255.58,3.6,6.49,9.22,-0.02,25.09,24.14,25.52,0.44,0.51,0.54,12.5,7.79,19.31,1.02,1.04,1.04,2.06
AMZN,"Amazon.com, Inc.",223.86,USD,NASDAQ,1.25,2387447185259.65,USD,34.16,0.0,40.31,20.84,19.32,-3.6,-0.13,219.86,214.19,225.14,1.28,1.29,5.08,24.77,17.3,36.56,1.04,1.03,1.05,2.06
IMCR,Immunocore Holdings Plc Shs Sponsored American Depositary Shares Repr 1 Sh,32.89,USD,NASDAQ,4.08,1591757368.0,USD,,0.0,-19.78,5.18,7.48,-7.04,-4.94,33.74,31.92,33.83,0.8,0.87,1.54,-5.38,-5.32,5.63,1.01,1.06,1.03,2.06
KARE,Karelia Tobacco Company Inc.,344.0,EUR,ATHEX,0.58,1096259245.32,USD,9.07,4.09,33.33,-0.58,9.55,8.86,-1.15,338.67,323.97,337.2,0.09,0.06,6.48,,,17.84,1.02,1.05,1.06,2.06
NRP,Natural Resource Partners LP Limited Partnership,103.93,USD,NYSE,2.04,1365442380.95,USD,9.77,2.95,758.22,7.8,3.68,2.37,1.4,105.71,101.49,104.01,0.25,0.54,2.66,28.59,20.25,13.85,1.01,1.04,1.02,2.06
INPP,International Public Partnerships Ltd,127.44,GBX,LSE,0.99,3137321621.31,USD,,6.63,-25.04,-0.74,13.38,0.03,5.44,123.91,117.91,122.34,0.37,0.58,1.94,,,12.68,1.01,1.05,1.08,2.06
OGE,OGE Energy Corp,46.39,USD,NYSE,0.43,9342720341.12,USD,19.05,3.65,41.61,12.95,3.13,3.34,3.41,46.14,44.47,45.22,0.59,0.4,0.6,10.76,6.54,19.43,1.02,1.04,1.04,2.06
TEG,TAG Immobilien AG,15.38,EUR,XETR,0.52,3356892928.45,USD,10.04,2.61,-38.65,-1.09,8.62,8.16,5.34,14.85,14.18,14.9,0.81,0.17,0.35,9.17,,15.68,1.02,1.05,1.08,2.06
STE,STERIS plc (Ireland),241.9,USD,NYSE,0.02,23824878728.54,USD,36.68,0.97,27.81,8.16,7.22,6.62,-2.43,241.37,232.3,244.81,1.01,0.51,4.19,9.73,10.86,22.0,1.02,1.04,1.04,2.06
