Symbol,Description,Price,Price - Currency,Exchange,Price Change % 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Dividend yield %, Trailing 12 months",Performance % 5 years,Performance % 1 year,Performance % 6 months,Performance % 3 months,Performance % 1 month,Simple Moving Average (21) 1 day,Simple Moving Average (200) 1 day,Simple Moving Average (50) 1 day,Beta 5 years,Beta 1 year,Average True Range (14) 1 day,"Return on equity %, Trailing 12 months","Return on capital employed %, Trailing 12 months",perf_sum,perf_norm,MRAT,Diff,score
RGC,Regencell Bioscience Holdings Limited,15.97,USD,NASDAQ,-0.32,7896394438.03,USD,,0.0,4956.78,12949.77,2004.8,6.25,6.46,17.05,10.01,15.2,2.04,-2.44,1.35,,,14960.81,15.96,1.7,1.6,17.66
HEDEF,Hedef Holding AS,87.3,TRY,BIST,-10.0,4443784798.4,USD,,0.0,25277.91,2771.71,854.1,783.6,98.59,69.78,16.57,42.81,0.56,0.64,6.55,-26.28,,4409.41,5.41,4.21,5.27,9.62
TEHOL,Tera Yatirim Teknoloji Holding A.S.,40.14,TRY,BIST,0.35,1876089567.88,USD,53.17,0.0,25823.37,4218.34,434.32,403.35,102.94,27.55,10.78,20.76,-0.16,-0.22,2.05,52.73,,5056.0,6.06,2.56,3.72,8.61
TERA,Tera Yatirim Menkul Degerler AS,943.5,TRY,BIST,4.02,3357033750.0,USD,8.08,0.0,25631.84,3805.22,936.81,137.06,48.58,798.95,305.46,710.11,-0.25,1.16,39.13,182.96,,4879.09,5.88,2.62,3.09,8.49
RGTI,"Rigetti Computing, Inc.",40.68,USD,NASDAQ,2.74,13187039161.68,USD,,0.0,310.91,3029.23,340.74,155.21,24.48,41.77,15.75,28.6,1.61,2.33,5.08,-48.81,-20.27,3525.17,4.53,2.65,2.58,7.18
QBTS,D-Wave Quantum Inc.,34.09,USD,NYSE,9.76,11659405813.82,USD,,0.0,232.59,2627.2,363.81,73.05,19.87,33.51,14.43,24.74,1.48,2.05,4.32,-83.7,-18.66,3064.06,4.06,2.32,2.36,6.39
PEKGY,Peker Gayrimenkul Yatirim Ortakligi AS,11.29,TRY,BIST,0.8,1315999977.58,USD,406.12,0.0,2189.04,1235.65,904.01,197.89,53.61,9.86,3.52,8.61,1.14,0.6,0.59,2.56,,2337.55,3.34,2.81,3.21,6.14
SUPX,SuperX AI Technology Limited,61.59,USD,NASDAQ,3.27,1656374485.98,USD,,0.0,1439.75,1112.4,441.69,469.44,8.39,63.52,21.08,55.69,-4.77,-0.7,7.55,,,2023.53,3.02,3.01,2.92,6.04
UAMY,United States Antimony Corporation,11.77,USD,AMEX,0.31,1634137659.61,USD,,0.0,3495.07,1707.48,217.16,233.33,49.51,10.72,3.73,7.43,-0.1,1.68,1.81,-3.27,-5.17,2157.97,3.16,2.87,3.15,6.03
ONDS,Ondas Holdings Inc.,7.7,USD,NASDAQ,9.14,2690346936.55,USD,,0.0,-35.79,806.47,875.32,263.44,-3.57,8.83,2.88,6.98,2.17,1.85,1.0,-81.2,-44.5,1945.23,2.95,3.06,2.67,6.01
IREN,IREN Limited,61.84,USD,NASDAQ,10.71,16768541271.54,USD,102.11,0.0,120.88,600.4,870.88,243.2,42.55,56.7,18.27,41.17,4.2,2.38,6.19,11.55,1.04,1714.48,2.71,3.1,3.39,5.82
ABVX,Abivax SA,79.4,EUR,EURONEXT,0.13,7167905674.88,USD,,0.0,312.25,756.53,1197.39,39.79,12.94,76.77,27.55,72.28,1.29,1.36,3.58,,,1993.7,2.99,2.79,2.88,5.78
MVST,"Microvast Holdings, Inc.",5.78,USD,NASDAQ,4.43,1878920148.89,USD,,0.0,-43.22,2687.16,166.13,71.88,39.83,5.0,2.85,3.84,3.23,-2.38,0.49,-33.65,8.16,2925.17,3.93,1.75,2.03,5.68
BETR,Better Home & Finance Holding Company,84.5,USD,NASDAQ,-1.82,1302868702.69,USD,,0.0,-82.68,465.22,496.33,485.99,27.07,62.55,19.91,42.48,1.93,0.83,9.91,-286.59,,1447.54,2.45,3.14,4.24,5.59
QURE,uniQure N.V.,61.8,USD,NASDAQ,4.16,3807113178.6,USD,,0.0,45.65,856.66,336.75,308.19,57.01,59.16,19.18,35.43,0.56,0.81,4.2,-427.47,-30.14,1501.6,2.5,3.08,3.22,5.59
OPEN,Opendoor Technologies Inc,8.12,USD,NASDAQ,15.5,5975947978.1,USD,,0.0,-58.61,364.0,949.77,218.43,6.84,7.85,2.65,7.01,3.6,2.13,0.84,-41.33,,1532.21,2.53,2.97,3.07,5.5
BMNR,"BitMine Immersion Technologies, Inc.",50.76,USD,AMEX,3.19,14453718550.16,USD,,0.0,86.62,1720.69,559.23,23.12,-8.21,53.97,25.59,51.81,1.54,15.08,4.35,-95.27,-71.85,2303.03,3.3,2.11,1.98,5.41
BE,Bloom Energy Corporation,107.08,USD,NYSE,5.58,25056759635.35,USD,22783.21,0.0,569.26,1066.46,489.98,219.17,54.56,95.93,36.46,75.09,3.48,2.14,9.82,4.65,5.36,1775.61,2.78,2.63,2.94,5.41
CRML,Critical Metals Corp.,15.58,USD,NASDAQ,14.22,1833834465.19,USD,,0.0,59.79,145.74,824.63,270.07,127.45,14.37,4.85,9.69,1.2,0.23,3.31,-128.3,-87.53,1240.44,2.24,2.96,3.21,5.2
SMRVA,Sumer Varlik Yonetim A.S.,372.5,TRY,BIST,2.9,1003826000.0,USD,,,1439.26,1439.26,296.49,110.57,36.7,315.33,149.53,275.95,-7.46,0.1,21.19,,,1846.31,2.85,2.11,2.49,4.96
NEGG,"Newegg Commerce, Inc.",60.68,USD,NASDAQ,28.09,1176876571.28,USD,,0.0,-9.75,414.19,1467.83,93.85,36.35,47.71,24.86,53.79,3.46,1.93,6.5,,,1975.87,2.98,1.92,2.44,4.9
CIFR,Cipher Mining Inc.,20.22,USD,NASDAQ,17.18,7952203421.48,USD,,0.0,106.33,283.68,569.53,208.7,36.57,16.8,6.25,12.31,2.89,3.75,2.09,-21.39,-18.16,1061.91,2.06,2.69,3.23,4.75
APLD,Applied Digital Corporation,34.94,USD,NASDAQ,4.66,9770826620.32,USD,,0.0,38724.43,298.8,665.28,206.45,40.02,30.3,12.05,22.91,6.6,3.02,3.21,-32.13,-7.75,1170.53,2.17,2.52,2.9,4.69
ORBS,Eightco Holdings Inc.,6.44,USD,NASDAQ,-2.16,1168299780.44,USD,,0.0,-99.81,221.89,462.35,236.18,-51.56,9.03,3.33,9.23,2.9,5.79,2.07,-87.24,-30.11,920.42,1.92,2.71,1.93,4.63
CELC,Celcuity Inc.,71.56,USD,NASDAQ,1.41,3036267633.29,USD,,0.0,1263.14,353.8,552.97,408.64,36.47,54.08,24.23,53.69,0.71,-0.01,5.27,-134.54,-70.38,1315.41,2.32,2.23,2.95,4.55
OKLO,Oklo Inc.,136.3,USD,NYSE,9.3,20119132363.09,USD,,0.0,1263.0,617.75,475.35,90.07,-4.65,139.3,59.54,108.64,0.71,2.52,15.98,-11.34,-14.45,1183.17,2.18,2.34,2.29,4.52
AMPX,"Amprius Technologies, Inc.",12.73,USD,NYSE,9.18,1592215373.98,USD,,0.0,41.29,716.03,413.31,53.74,6.97,12.36,5.34,10.06,2.87,2.22,1.32,-68.88,-43.88,1183.08,2.18,2.31,2.38,4.5
CDTX,"Cidara Therapeutics, Inc.",96.01,USD,NASDAQ,-0.16,2434626598.16,USD,,0.0,60.02,741.93,349.27,52.61,24.04,101.45,43.24,81.59,1.34,3.3,6.17,-37.05,-42.05,1143.82,2.14,2.35,2.22,4.49
BITF,Bitfarms Ltd.,6.4,CAD,TSX,9.97,2297281575.43,USD,,0.0,1500.0,131.88,344.44,287.88,75.34,5.58,2.13,3.8,4.43,2.79,0.78,-15.48,-17.17,764.21,1.76,2.62,3.01,4.39
KLRHO,KILER HOLDING A.S.,145.2,TRY,BIST,-1.96,5655568983.07,USD,222.77,0.0,4998.31,472.1,437.38,122.7,25.71,135.17,57.61,101.91,0.03,0.69,10.62,4.56,9.9,1032.18,2.03,2.35,2.52,4.38
NKTR,Nektar Therapeutics,60.98,USD,NASDAQ,-4.17,1159813359.79,USD,,0.0,-76.55,186.31,439.7,148.4,1.94,58.65,22.95,48.17,1.2,4.81,4.26,-440.8,-65.91,774.41,1.77,2.56,2.66,4.33
RR,Richtech Robotics Inc.,5.93,USD,NASDAQ,9.32,1175206824.1,USD,,0.0,18.51,840.52,169.33,189.04,16.87,5.7,2.69,4.26,-4.18,2.31,0.69,-26.25,-28.11,1198.89,2.2,2.12,2.2,4.31
NBIS,Nebius Group N.V.,113.78,USD,NASDAQ,7.18,28574427643.8,USD,,0.0,94.16,577.26,363.09,116.64,4.26,118.3,52.91,96.94,1.19,2.71,9.12,4.95,-10.3,1056.99,2.06,2.24,2.15,4.29
NVTS,Navitas Semiconductor Corporation,14.5,USD,NASDAQ,6.58,3091121084.89,USD,,0.0,30.68,482.53,614.53,63.44,110.22,10.76,5.14,8.13,3.02,0.68,1.47,-32.05,-26.85,1160.5,2.16,2.09,2.82,4.25
LAES,SEALSQ Corp,6.17,USD,NASDAQ,7.87,1140814474.4,USD,,0.0,-27.41,1425.32,137.3,82.54,51.97,5.4,3.46,4.04,-13.14,-0.29,0.85,-45.62,-39.76,1645.16,2.65,1.56,1.78,4.21
UUUU,Energy Fuels Inc,21.07,USD,AMEX,-0.88,4861127799.54,USD,,0.0,1154.38,229.79,343.65,110.74,21.6,19.82,8.05,15.51,1.79,0.74,2.53,-18.27,-16.15,684.18,1.68,2.46,2.62,4.15
GRGD,Groupe Dynamite Inc.,68.51,CAD,TSX,-3.83,4712906058.38,USD,,0.0,227.8,227.8,416.67,127.53,15.63,64.48,27.42,52.73,5.09,1.92,2.45,,,772.0,1.77,2.35,2.5,4.12
PL,Planet Labs PBC,13.38,USD,NYSE,3.32,4120009643.91,USD,,0.0,36.53,481.74,300.6,93.07,10.21,14.07,6.34,10.85,3.18,3.62,0.96,-19.9,-15.61,875.41,1.88,2.22,2.11,4.09
LEU,Centrus Energy Corp.,378.06,USD,AMEX,9.83,6883656867.7,USD,62.11,0.0,3500.57,316.69,460.92,54.31,24.57,362.98,161.07,281.06,1.52,1.54,39.32,48.11,16.52,831.92,1.83,2.25,2.35,4.09
AII,Almonty Industries Inc.,10.19,CAD,TSX,-4.41,1654256891.62,USD,,0.0,870.48,699.22,184.24,88.7,25.34,10.35,4.91,8.03,1.42,1.64,1.07,-355.57,-8.67,972.16,1.97,2.11,2.08,4.08
QUBT,Quantum Computing Inc.,16.43,USD,NASDAQ,3.07,3070313549.52,USD,,0.0,310.75,1407.34,135.89,-3.18,-25.05,19.45,12.94,17.85,3.86,1.5,2.2,-32.63,-13.25,1540.05,2.54,1.5,1.27,4.04
SLDP,"Solid Power, Inc.",6.05,USD,NASDAQ,6.33,1096770497.72,USD,,0.0,-39.5,391.87,430.7,36.26,38.76,5.51,2.54,4.73,1.78,1.66,0.7,-22.6,-23.97,858.83,1.86,2.17,2.39,4.03
EOSE,"Eos Energy Enterprises, Inc.",15.68,USD,NASDAQ,9.16,4376672001.1,USD,,0.0,49.29,407.28,223.53,150.4,52.63,14.29,6.4,10.44,2.29,1.09,1.53,,-97.13,781.21,1.78,2.23,2.45,4.01
METC,"Ramaco Resources, Inc.",34.88,USD,NASDAQ,-3.14,2084403821.23,USD,,0.38,1036.16,248.8,244.66,52.78,8.9,41.4,16.92,32.49,1.4,1.84,4.31,-5.55,-3.26,546.25,1.55,2.45,2.06,3.99
PRCH,"Porch Group, Inc.",16.56,USD,NASDAQ,1.38,1726171472.23,USD,35.68,0.0,57.67,1183.33,197.22,24.19,-11.04,15.94,10.52,16.75,2.86,2.43,0.8,,4.8,1404.74,2.4,1.52,1.57,3.92
JMIA,Jumia Technologies AG Sponsored ADR,11.1,USD,NYSE,3.79,1309127548.0,USD,,0.0,-33.36,134.07,368.14,126.43,-2.68,11.64,5.16,10.36,2.7,2.07,0.77,-176.48,-156.53,628.64,1.63,2.26,2.15,3.89
WULF,TeraWulf Inc.,13.86,USD,NASDAQ,7.65,5656145729.1,USD,,0.0,215.11,120.78,347.26,163.09,21.94,12.92,5.91,11.21,3.45,2.86,1.18,-46.99,-21.57,631.13,1.63,2.19,2.35,3.82
MLYS,"Mineralys Therapeutics, Inc.",40.82,USD,NASDAQ,0.01,3166007188.49,USD,,0.0,93.44,197.27,195.98,186.22,6.68,40.82,18.31,33.59,0.4,1.02,2.11,-63.21,-67.28,579.46,1.58,2.23,2.23,3.81
TDUP,ThredUp Inc.,9.01,USD,NASDAQ,2.04,1109679546.76,USD,,0.0,-50.63,1225.0,119.76,12.48,-7.4,9.13,6.33,10.08,1.72,3.48,0.46,-58.93,-24.78,1357.24,2.36,1.44,1.42,3.8
VSAT,"ViaSat, Inc.",37.71,USD,NASDAQ,0.96,5063052362.76,USD,,0.0,6.44,267.19,335.95,161.51,25.87,33.83,16.61,31.49,1.21,1.57,2.28,-12.48,0.41,764.65,1.76,2.04,2.27,3.8
FORD,"Forward Industries, Inc.",16.4,USD,NASDAQ,-7.92,1386244642.58,USD,,0.0,4.46,358.1,186.71,67.35,-48.35,23.06,10.71,22.41,0.63,-1.45,3.16,-235.29,-107.4,612.16,1.61,2.15,1.53,3.77
ATAI,ATAI Life Sciences N.V.,5.79,USD,NASDAQ,4.32,1511555814.29,USD,,0.0,-72.43,378.51,291.22,56.49,-1.19,5.58,2.83,5.04,1.59,1.3,0.47,,,726.22,1.73,1.97,2.04,3.7
STOK,"Stoke Therapeutics, Inc.",31.67,USD,NASDAQ,-0.06,1735434215.65,USD,37.48,0.0,-22.59,160.44,220.55,135.46,38.3,29.75,13.77,24.73,1.24,2.01,2.17,18.17,13.23,516.46,1.52,2.16,2.3,3.68
GRAL,"GRAIL, Inc.",92.1,USD,NASDAQ,11.43,3320006227.71,USD,,0.0,560.22,568.36,149.02,131.64,97.43,71.64,39.03,51.49,4.13,3.07,7.85,-17.68,-20.18,849.02,1.85,1.84,2.36,3.68
SATS,EchoStar Corporation,73.76,USD,NASDAQ,1.0,21221963868.82,USD,,0.0,183.15,191.08,228.85,147.68,-0.53,74.96,35.75,66.21,0.97,1.36,2.83,-1.6,-1.02,567.61,1.57,2.1,2.06,3.66
HOUS,Anywhere Real Estate Inc.,10.7,USD,NYSE,5.68,1198094730.17,USD,,0.0,-11.47,166.04,252.97,128.53,2.25,10.04,4.85,8.22,1.77,1.97,0.51,-6.89,,547.54,1.55,2.07,2.2,3.62
TMC,TMC the metals company Inc.,7.26,USD,NASDAQ,1.47,2948380629.53,USD,,0.0,-27.38,632.83,107.29,-8.16,11.79,8.13,4.35,6.53,1.7,0.0,0.77,-364.03,-108.15,731.95,1.73,1.87,1.67,3.6
QS,QuantumScape Corporation,15.89,USD,NYSE,8.39,8994148328.34,USD,,0.0,15.56,159.22,305.36,28.61,15.23,15.07,7.19,11.82,4.86,2.28,1.61,-38.65,-39.17,493.19,1.49,2.1,2.21,3.59
LAC,Lithium Americas Corp.,6.82,USD,NYSE,5.19,1684831207.82,USD,,0.0,0.84,111.04,130.29,112.35,34.85,7.47,3.4,5.0,3.44,1.25,0.89,-8.38,-3.13,353.68,1.35,2.19,2.0,3.55
CDE,"Coeur Mining, Inc.",18.96,USD,NYSE,-0.08,12189102922.76,USD,48.63,0.0,143.14,155.25,235.66,104.14,5.01,19.86,9.71,16.71,1.23,1.29,1.41,9.88,13.41,495.06,1.5,2.05,1.95,3.54
AMLX,"Amylyx Pharmaceuticals, Inc.",14.37,USD,NASDAQ,0.42,1532810971.81,USD,,0.0,-31.57,187.4,178.76,73.13,5.66,14.31,6.8,12.2,-0.33,1.62,0.97,-87.42,-73.87,439.29,1.44,2.11,2.11,3.54
HUT,Hut 8 Corp.,45.96,USD,NASDAQ,13.09,4850063874.77,USD,32.78,0.0,935.59,188.33,249.64,118.86,26.72,43.27,21.84,35.14,4.5,2.63,4.52,15.87,-5.9,556.83,1.56,1.98,2.1,3.54
TRML,"Tourmaline Bio, Inc.",47.98,USD,NASDAQ,0.03,1232586552.02,USD,,0.0,-72.19,70.24,179.57,155.46,0.47,47.9,22.6,40.17,2.3,1.3,0.3,-29.62,-34.29,405.28,1.41,2.12,2.12,3.53
PRAX,"Praxis Precision Medicines, Inc.",175.0,USD,NASDAQ,-1.69,4233496964.22,USD,,0.0,-63.61,141.55,394.91,200.27,257.95,95.39,53.7,66.14,2.64,2.48,15.18,-60.98,-65.87,736.73,1.74,1.78,3.26,3.51
HIVE,HIVE Digital Technologies Ltd,7.86,CAD,TSXV,10.39,1177489231.46,USD,,0.0,253.26,52.03,222.13,149.52,49.71,7.45,3.61,5.58,5.24,2.34,0.78,-6.36,-17.85,423.69,1.42,2.06,2.18,3.49
USA,Americas Gold and Silver Corporation,5.79,CAD,TSX,-1.53,1155686565.41,USD,,0.0,-35.67,226.2,185.93,71.56,31.59,5.74,2.87,4.56,1.33,1.98,0.4,-118.96,-27.0,483.68,1.48,2.0,2.02,3.48
RKLB,Rocket Lab Corporation,64.22,USD,NASDAQ,1.02,31079953618.34,USD,,0.0,558.67,483.55,192.04,34.07,23.99,60.52,34.39,52.65,2.15,2.03,4.73,-40.45,-21.18,709.67,1.71,1.76,1.87,3.47
AMRC,"Ameresco, Inc.",42.05,USD,NYSE,6.05,2216188948.6,USD,36.13,0.0,0.94,33.37,317.99,123.43,31.65,38.8,19.83,31.79,2.33,1.33,2.46,6.36,3.06,474.79,1.47,1.96,2.12,3.43
CLS,Celestica Inc.,419.51,CAD,TSX,5.98,32524498133.38,USD,65.42,0.0,4550.89,383.25,235.63,86.37,17.97,360.77,208.95,329.52,1.64,2.45,21.5,30.86,31.0,705.25,1.71,1.73,2.01,3.43
AVIO,Avio SpA,43.98,EUR,MIL,-0.62,1339680915.93,USD,192.28,0.34,246.26,251.8,135.92,71.78,-5.63,51.23,26.18,43.59,0.4,0.42,3.79,1.96,,459.49,1.46,1.96,1.68,3.42
PGEN,"Precigen, Inc.",4.48,USD,NASDAQ,5.41,1334918594.11,USD,,0.0,2.99,375.79,181.76,181.76,19.15,3.54,2.11,3.78,1.61,1.98,0.3,-668.03,-146.62,739.31,1.74,1.68,2.12,3.42
IDIA,Idorsia Ltd.,3.5,CHF,SIX,-0.71,1097795561.88,USD,,0.0,-85.35,203.12,203.91,27.09,-6.3,4.05,2.04,3.55,1.71,2.02,0.26,,-84.17,434.13,1.43,1.99,1.72,3.42
OUST,"Ouster, Inc.",35.01,USD,NASDAQ,6.12,2024251714.87,USD,,0.0,-63.91,345.99,353.5,24.77,6.74,30.82,18.19,30.5,2.73,2.17,3.31,-46.96,-44.01,724.25,1.72,1.69,1.92,3.42
KTOS,"Kratos Defense & Security Solutions, Inc.",89.77,USD,NASDAQ,0.5,15152681731.32,USD,963.2,0.0,314.07,274.04,172.11,52.96,6.4,92.73,48.67,79.72,1.12,1.38,5.79,0.88,1.21,499.11,1.5,1.91,1.84,3.4
PNG,Kraken Robotics Inc,6.81,CAD,TSXV,-1.45,1511591944.81,USD,119.06,0.0,964.06,315.24,184.94,91.83,51.33,5.73,3.19,4.61,1.09,1.19,0.47,16.9,6.17,592.01,1.59,1.8,2.14,3.39
LASR,"nLIGHT, Inc.",33.28,USD,NASDAQ,3.43,1660404432.0,USD,,0.0,46.46,210.4,335.54,70.82,7.69,30.72,17.37,29.63,2.48,1.45,1.7,-20.63,-18.55,616.75,1.62,1.77,1.92,3.38
HOOD,"Robinhood Markets, Inc.",138.36,USD,NASDAQ,3.0,122957090045.48,USD,70.28,0.0,264.11,413.4,182.94,36.25,8.5,138.35,79.2,123.59,2.43,3.19,7.49,23.54,,632.59,1.63,1.75,1.75,3.38
CTEV,Claritev Corporation,70.37,USD,NYSE,5.95,1159334201.78,USD,,0.0,-99.42,598.12,213.31,67.51,42.02,56.28,37.41,60.96,0.5,2.5,3.99,-235.47,1.25,878.94,1.88,1.5,1.88,3.38
COMM,"CommScope Holding Company, Inc.",16.0,USD,NASDAQ,0.91,3545249313.79,USD,,0.0,63.32,157.32,323.41,101.32,-1.81,15.48,8.66,15.83,2.43,2.87,0.62,,10.18,582.05,1.58,1.79,1.85,3.37
NTLA,"Intellia Therapeutics, Inc.",26.02,USD,NASDAQ,0.5,2793165899.81,USD,,0.0,4.12,47.59,220.44,102.96,51.72,22.85,11.42,16.82,2.38,2.0,1.87,-56.95,-53.5,371.0,1.37,2.0,2.28,3.37
FLNC,"Fluence Energy, Inc.",18.25,USD,NASDAQ,13.85,3330737991.75,USD,,0.0,-45.52,-11.06,376.5,94.77,71.52,15.44,8.13,11.07,2.76,1.82,1.91,-4.45,-3.15,460.21,1.46,1.9,2.25,3.36
PASEU,Pasifik Eurasia Lojistik dis Ticaret AS,138.3,TRY,BIST,-1.78,2223513600.0,USD,624.38,0.0,1911.64,477.21,132.83,55.83,23.48,125.16,73.7,116.99,1.44,-0.13,8.08,8.05,15.47,665.87,1.67,1.7,1.88,3.36
WDC,Western Digital Corporation,133.1,USD,NASDAQ,5.87,45626085782.4,USD,25.91,0.16,314.36,161.69,231.09,92.2,20.09,122.15,65.28,104.13,1.78,2.25,6.47,25.98,21.47,484.99,1.48,1.87,2.04,3.36
FMCC,Freddie Mac,11.11,USD,OTC,-2.17,7222161847.66,USD,,0.0,472.68,655.78,113.86,64.59,-14.21,11.34,7.52,11.27,0.72,1.79,0.83,19.5,,834.23,1.83,1.51,1.48,3.34
ASTS,"AST SpaceMobile, Inc.",72.69,USD,NASDAQ,1.35,26273820784.25,USD,,0.0,618.95,163.93,204.89,29.22,32.2,74.59,38.7,57.57,2.41,0.94,7.1,-69.7,-22.68,398.04,1.4,1.93,1.88,3.33
MP,MP Materials Corp.,71.23,USD,NYSE,4.07,12615208103.72,USD,,0.0,417.3,296.84,176.63,16.24,-6.79,76.09,41.61,71.86,2.33,0.32,6.88,-9.57,-6.69,489.71,1.49,1.83,1.71,3.32
PLUG,"Plug Power, Inc.",2.94,USD,NASDAQ,2.26,3484610633.11,USD,,0.0,-80.59,40.24,244.85,62.71,19.23,3.3,1.68,2.4,2.24,0.77,0.38,-84.4,-27.93,347.79,1.35,1.97,1.75,3.31
CRDO,Credo Technology Group Holding Ltd,161.14,USD,NASDAQ,6.73,27875644653.69,USD,237.0,0.0,1231.69,317.45,283.75,60.89,1.35,144.42,87.41,141.59,2.6,2.81,11.58,18.75,16.5,662.09,1.66,1.65,1.84,3.31
TSHA,"Taysha Gene Therapies, Inc.",4.94,USD,NASDAQ,0.1,1348970602.32,USD,,0.0,-76.11,149.75,179.38,89.46,69.35,4.6,2.48,3.67,0.97,2.43,0.39,-51.86,-37.61,418.59,1.42,1.86,2.0,3.28
USAR,"USA Rare Earth, Inc.",24.46,USD,NASDAQ,1.7,2383066444.94,USD,,0.0,141.7,126.9,88.15,99.84,34.43,26.76,13.67,20.08,0.8,-1.81,3.89,-150.65,-9.53,314.89,1.31,1.96,1.79,3.27
DSV,Discovery Silver Corp,5.05,CAD,TSX,2.23,2831310461.51,USD,,0.0,198.82,376.42,99.6,48.53,2.23,5.25,3.02,4.76,2.27,1.32,0.35,-3.65,3.73,524.55,1.52,1.74,1.67,3.26
CURA,"Curaleaf Holdings, Inc.",4.06,CAD,TSX,-0.37,2223037863.44,USD,,0.0,-26.27,-13.72,202.61,134.39,14.23,4.18,2.17,3.99,1.35,2.74,0.39,-25.49,0.42,323.28,1.32,1.92,1.87,3.25
ARWR,"Arrowhead Pharmaceuticals, Inc.",37.67,USD,NASDAQ,0.87,5208853099.92,USD,,0.0,-35.71,88.19,187.16,133.72,14.48,36.41,19.86,30.55,1.14,2.74,1.68,-34.8,-10.94,409.06,1.41,1.83,1.9,3.24
NDM,Northern Dynasty Minerals Ltd.,2.68,CAD,TSX,2.68,1028638562.36,USD,,0.0,98.52,370.18,68.55,123.33,100.0,2.47,1.48,1.74,-0.27,0.63,0.33,-100.42,-24.34,562.06,1.56,1.66,1.81,3.23
TLRY,"Tilray Brands, Inc.",1.52,USD,NASDAQ,2.47,1702822002.84,USD,,0.0,-77.53,-10.27,203.3,114.41,22.3,1.62,0.84,1.38,1.99,1.37,0.15,-85.59,-3.08,307.44,1.31,1.92,1.8,3.23
4IG,4iG Nyrt.,3890.0,HUF,BET,3.73,3430319933.19,USD,,0.0,603.44,385.04,108.69,112.8,50.78,3037.38,1878.56,2553.64,0.6,0.74,255.57,-50.87,6.4,606.53,1.61,1.62,2.07,3.22
CIEN,Ciena Corporation,179.9,USD,NYSE,4.24,25375958155.0,USD,185.81,0.0,333.6,170.97,180.22,105.18,29.07,160.54,91.57,133.42,1.15,1.85,7.41,4.96,5.45,456.37,1.46,1.75,1.96,3.21
VNP,5N Plus Inc.,19.44,CAD,TSX,2.8,1203159962.0,USD,39.02,0.0,872.0,187.57,205.66,66.15,25.1,17.74,10.16,16.27,1.79,1.36,0.74,21.38,16.24,459.39,1.46,1.75,1.91,3.21
SSRM,SSR Mining Inc.,23.1,USD,NASDAQ,0.35,4684223369.67,USD,29.3,0.0,18.52,254.84,131.0,85.84,-0.35,23.64,13.65,21.67,0.37,1.3,1.28,5.33,4.3,471.68,1.47,1.73,1.69,3.2
NG,Novagold Resources Inc.,8.54,USD,AMEX,0.06,3473121983.67,USD,,0.0,-19.71,127.6,74.18,52.41,10.13,9.52,4.89,7.93,1.3,1.96,0.59,-130.89,-10.32,254.19,1.25,1.95,1.75,3.2
FCT,Fincantieri S.p.A.,22.94,EUR,MIL,-0.52,8673216348.85,USD,58.21,0.0,470.11,376.43,113.4,35.66,11.36,24.0,14.49,21.23,1.28,0.61,1.12,14.3,2.98,525.48,1.53,1.66,1.58,3.18
RUN,Sunrun Inc.,21.25,USD,NASDAQ,7.21,4903067131.37,USD,,0.0,-63.48,51.03,203.14,101.8,27.02,19.58,10.77,17.61,2.42,0.94,1.35,-61.9,-2.46,355.97,1.36,1.82,1.97,3.17
MUX,McEwen Inc.,19.89,USD,NYSE,-1.8,1075906058.59,USD,,0.0,85.84,79.95,161.64,74.43,33.91,19.1,10.29,15.43,0.99,0.83,1.38,-2.79,-0.79,316.03,1.32,1.86,1.93,3.17
HL,Hecla Mining Company,12.98,USD,NYSE,0.35,8693037967.63,USD,82.91,0.19,147.14,79.46,128.43,112.36,16.16,12.92,7.02,10.96,1.31,0.99,0.85,4.67,8.23,320.25,1.32,1.84,1.85,3.16
IONQ,"IonQ, Inc.",62.03,USD,NYSE,4.48,21551136512.79,USD,,0.0,457.57,305.69,118.26,40.21,-17.57,68.41,40.41,57.76,2.6,2.48,6.19,-57.06,-40.09,464.17,1.46,1.69,1.53,3.16
GLXY,Galaxy Digital Inc.,41.18,USD,NASDAQ,6.68,16175569311.98,USD,,0.0,1013.32,215.07,175.26,31.1,20.69,38.6,22.2,32.17,3.63,4.42,3.4,-3.83,31.42,421.43,1.42,1.74,1.86,3.16
SHLS,"Shoals Technologies Group, Inc.",10.58,USD,NASDAQ,2.52,1771534161.56,USD,83.81,0.0,-66.18,115.14,214.09,87.35,45.0,9.24,5.3,7.83,1.65,0.49,0.73,3.77,5.8,416.58,1.42,1.74,2.0,3.16
INOD,Innodata Inc.,78.6,USD,NASDAQ,6.36,2503065871.33,USD,63.14,0.0,2911.49,308.31,105.38,69.03,5.67,80.92,48.12,63.79,2.96,3.91,6.56,73.8,58.55,482.73,1.48,1.68,1.63,3.16
SEDG,"SolarEdge Technologies, Inc.",41.41,USD,NASDAQ,9.49,2458710199.74,USD,,0.0,-85.57,174.78,250.49,43.39,12.88,37.92,22.44,35.06,1.58,0.73,2.95,-131.02,-50.81,468.66,1.47,1.69,1.85,3.16
