Symbol,Description,Price,Price - Currency,Exchange,Price Change % 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Dividend yield %, Trailing 12 months",Performance % 5 years,Performance % 1 year,Performance % 6 months,Performance % 3 months,Performance % 1 month,Simple Moving Average (21) 1 day,Simple Moving Average (200) 1 day,Simple Moving Average (50) 1 day,Beta 5 years,Beta 1 year,Average True Range (14) 1 day,"Return on equity %, Trailing 12 months","Return on capital employed %, Trailing 12 months",perf_sum,perf_norm,MRAT,Diff,score
USA,Americas Gold and Silver Corporation,5.58,CAD,TSX,-4.12,1097183541.29,USD,,0.0,-34.93,233.13,179.0,75.75,4.89,5.89,2.97,4.8,1.34,1.96,0.39,-118.96,-27.0,487.88,1.49,1.98,1.88,3.47
NDM,Northern Dynasty Minerals Ltd.,2.84,CAD,TSX,-0.7,1119754994.08,USD,,0.0,142.74,398.25,89.33,167.92,69.05,2.75,1.53,1.9,-0.38,0.57,0.31,-100.42,-24.34,655.5,1.66,1.8,1.86,3.45
HOOD,"Robinhood Markets, Inc.",146.78,USD,NASDAQ,6.31,130439731720.0,USD,74.55,0.0,286.26,464.1,213.8,50.08,3.91,140.1,81.78,127.08,2.42,3.19,7.5,23.54,,727.99,1.73,1.71,1.79,3.44
AMLX,"Amylyx Pharmaceuticals, Inc.",13.93,USD,NASDAQ,-0.85,1485877292.0,USD,,0.0,-33.67,167.37,169.44,77.0,4.03,14.31,7.06,12.8,-0.33,1.6,0.84,-87.42,-73.87,413.81,1.41,2.03,1.97,3.44
HOUS,Anywhere Real Estate Inc.,10.05,USD,NYSE,3.61,1125839402.0,USD,,0.0,-16.8,164.47,162.4,116.59,-5.99,9.98,5.03,8.67,1.84,1.91,0.48,-6.89,,443.47,1.44,1.98,2.0,3.43
CTEV,Claritev Corporation,65.1,USD,NYSE,-1.45,1072511821.0,USD,,0.0,-99.46,606.07,197.4,63.28,23.91,60.56,38.77,60.87,0.43,2.48,3.61,-235.47,1.25,866.75,1.87,1.56,1.68,3.43
CDE,"Coeur Mining, Inc.",17.17,USD,NYSE,-2.99,11026881315.0,USD,25.17,0.0,141.15,158.2,214.47,96.0,-8.86,19.63,10.0,17.32,1.21,1.17,1.39,19.57,15.81,468.67,1.47,1.96,1.72,3.43
DSV,Discovery Silver Corp,5.86,CAD,TSX,-1.68,3360009746.93,USD,,0.0,285.53,516.84,126.25,80.31,11.83,5.32,3.13,4.92,2.21,1.18,0.38,-3.65,3.73,723.4,1.72,1.7,1.87,3.42
CRDO,Credo Technology Group Holding Ltd,187.62,USD,NASDAQ,12.6,32457431790.0,USD,275.95,0.0,1450.58,372.0,295.74,77.87,29.6,149.57,89.79,147.17,2.62,2.85,12.5,18.75,16.5,745.61,1.75,1.67,2.09,3.41
AMRC,"Ameresco, Inc.",39.52,USD,NYSE,1.41,2082848630.0,USD,33.95,0.0,2.6,31.73,249.43,139.52,17.17,39.96,20.21,33.57,2.42,1.32,2.25,6.36,3.06,420.67,1.42,1.98,1.96,3.4
PGEN,"Precigen, Inc.",4.14,USD,NASDAQ,2.22,1233607768.0,USD,,0.0,-3.72,394.09,162.03,147.9,26.61,3.7,2.19,3.87,1.71,1.92,0.27,-668.03,-146.62,704.02,1.7,1.69,1.89,3.4
WDC,Western Digital Corporation,150.21,USD,NASDAQ,8.75,51491319197.0,USD,21.9,0.13,423.41,198.89,233.87,98.4,27.11,125.58,67.47,110.13,1.82,2.27,8.42,31.35,20.16,531.16,1.53,1.86,2.23,3.39
GDWN,Goodwin PLC,21700.0,GBX,LSE,4.83,2143064912.35,USD,66.33,0.95,606.38,215.41,215.41,153.12,63.16,15926.19,8796.85,13089.4,0.58,0.59,1551.88,18.87,17.71,583.93,1.58,1.81,2.47,3.39
BLDP,Ballard Power Systems Inc.,4.99,CAD,TSX,3.31,1071816354.64,USD,,0.0,-75.17,124.77,193.53,104.51,31.66,4.9,2.51,3.91,1.96,1.56,0.33,-38.29,-17.82,422.81,1.42,1.95,1.99,3.38
TNGX,"Tango Therapeutics, Inc.",8.11,USD,NASDAQ,1.76,1086867168.0,USD,,0.0,-17.91,43.79,475.18,40.55,-3.45,8.1,4.46,7.6,1.67,1.28,0.67,-76.09,-58.75,559.53,1.56,1.82,1.82,3.38
PNG,Kraken Robotics Inc,6.45,CAD,TSXV,0.16,1411557567.17,USD,112.76,0.0,975.0,220.9,158.0,93.11,39.01,6.22,3.28,4.91,0.93,1.35,0.48,16.9,6.17,472.01,1.47,1.89,1.96,3.37
4IG,4iG Nyrt.,4015.0,HUF,BET,9.4,3541746067.67,USD,,0.0,681.13,403.76,118.21,119.16,54.42,3360.24,1952.83,2751.1,0.74,0.71,296.01,-50.87,6.4,641.13,1.64,1.72,2.06,3.36
ARWR,"Arrowhead Pharmaceuticals, Inc.",42.39,USD,NASDAQ,0.19,5860737592.0,USD,,0.0,-25.8,116.83,197.89,173.48,22.73,38.01,20.41,32.61,1.28,2.73,1.92,-34.8,-10.94,488.2,1.49,1.86,2.08,3.35
LAC,Lithium Americas Corp.,5.5,USD,NYSE,-2.14,1359432475.55,USD,,0.0,-11.07,35.47,87.71,116.54,-26.37,7.32,3.47,5.29,3.45,1.58,0.74,-8.38,-3.13,239.72,1.24,2.11,1.59,3.35
KTOS,"Kratos Defense & Security Solutions, Inc.",90.6,USD,NASDAQ,2.6,15292780956.0,USD,972.1,0.0,364.62,284.06,155.64,60.77,0.11,92.64,50.15,82.15,1.11,1.38,5.27,0.88,1.21,500.47,1.5,1.85,1.81,3.35
PLUG,"Plug Power, Inc.",2.69,USD,NASDAQ,1.51,3313264073.0,USD,,0.0,-81.64,34.5,209.16,89.44,10.7,3.36,1.68,2.51,2.29,0.65,0.33,-84.4,-27.93,333.1,1.33,2.0,1.6,3.33
ZBIO,"Zenas BioPharma, Inc.",31.25,USD,NASDAQ,4.59,1315947294.0,USD,,0.0,70.3,46.64,171.03,103.05,41.4,26.19,13.14,22.11,-1.47,0.48,2.9,-88.4,-94.39,320.73,1.32,1.99,2.38,3.31
SYM,Symbotic Inc.,80.95,USD,NASDAQ,4.78,47800430896.0,USD,,0.0,682.13,173.85,257.08,60.11,50.9,70.11,38.77,58.89,2.11,2.38,5.64,-4.09,-9.0,491.04,1.49,1.81,2.09,3.3
COMM,"CommScope Holding Company, Inc.",17.3,USD,NASDAQ,2.73,3832792446.0,USD,,0.0,96.37,149.28,268.87,124.33,11.61,15.65,8.94,15.91,2.44,2.87,0.73,,13.11,542.48,1.54,1.75,1.94,3.29
FORD,"Forward Industries, Inc.",14.39,USD,NASDAQ,0.21,1216345212.0,USD,,0.0,-5.33,294.25,105.87,18.14,-44.87,20.38,10.95,22.79,0.62,-1.64,2.68,-235.29,-107.4,418.26,1.42,1.86,1.31,3.28
TSHA,"Taysha Gene Therapies, Inc.",4.96,USD,NASDAQ,1.02,1353062520.0,USD,,0.0,-74.89,168.11,101.22,84.39,52.62,4.93,2.56,3.88,0.98,2.39,0.37,-51.86,-37.61,353.71,1.35,1.93,1.94,3.28
LASR,"nLIGHT, Inc.",33.01,USD,NASDAQ,4.56,1647181086.0,USD,,0.0,49.71,154.9,306.53,60.48,14.18,31.34,17.91,30.22,2.48,1.43,1.64,-20.63,-18.55,521.91,1.52,1.75,1.84,3.27
CIEN,Ciena Corporation,189.92,USD,NYSE,0.51,26789337828.0,USD,196.16,0.0,391.89,195.6,162.94,110.65,31.67,169.91,94.16,143.16,1.18,1.85,7.87,4.96,5.45,469.18,1.47,1.8,2.02,3.27
MEDCL,MedinCell SA,38.46,EUR,EURONEXT,5.02,1472317647.66,USD,,0.0,373.65,154.03,153.03,127.3,60.79,32.95,17.93,25.39,0.99,0.93,1.65,,-32.56,434.36,1.43,1.84,2.14,3.27
GSAT,"Globalstar, Inc.",54.41,USD,NASDAQ,7.15,6892264023.0,USD,,0.0,1088.51,239.0,173.69,136.05,51.35,44.69,26.42,37.82,1.0,1.73,3.72,-10.33,0.79,548.75,1.55,1.69,2.06,3.24
IDIA,Idorsia Ltd.,3.51,CHF,SIX,5.72,1085791888.7,USD,,0.0,-85.28,223.8,162.33,2.63,-18.18,3.87,2.1,3.63,1.77,2.03,0.25,,,388.76,1.39,1.84,1.67,3.23
NBG6,Nuernberger Beteiligungs AG Class B,120.5,EUR,XETR,0.42,1605726380.42,USD,,0.12,68.53,136.27,156.38,139.09,82.58,102.15,57.17,80.22,0.11,0.08,2.76,-0.95,0.31,431.74,1.43,1.79,2.11,3.22
LITE,Lumentum Holdings Inc.,201.56,USD,NASDAQ,0.71,14293141473.0,USD,854.79,0.0,139.95,209.66,218.17,94.11,26.58,171.14,100.77,160.37,1.49,2.5,11.74,2.48,-4.82,521.94,1.52,1.7,2.0,3.22
VNP,5N Plus Inc.,20.06,CAD,TSX,3.88,1276865440.84,USD,40.26,0.0,923.47,177.46,197.19,63.89,17.58,18.43,10.45,16.73,1.85,1.47,0.78,21.38,16.24,438.53,1.44,1.76,1.92,3.2
USAR,"USA Rare Earth, Inc.",19.45,USD,NASDAQ,-1.17,2214051792.0,USD,,0.0,92.19,80.34,100.41,51.72,11.02,27.09,13.85,20.54,0.82,-1.94,3.4,-150.65,-9.53,232.47,1.23,1.96,1.4,3.19
SHLS,"Shoals Technologies Group, Inc.",10.51,USD,NASDAQ,3.65,1758982030.0,USD,83.21,0.0,-66.42,99.43,176.58,96.45,40.13,9.86,5.42,8.29,1.69,0.52,0.68,3.77,5.8,372.46,1.37,1.82,1.94,3.19
CURA,"Curaleaf Holdings, Inc.",3.95,CAD,TSX,2.33,2163370192.1,USD,,0.0,-28.18,-5.05,186.23,108.99,1.28,4.2,2.22,4.01,1.54,2.94,0.33,-25.49,0.42,290.18,1.29,1.89,1.78,3.18
FMCC,Freddie Mac,9.53,USD,OTC,-2.46,6195067531.0,USD,,0.0,423.63,638.76,84.33,27.41,-18.27,10.86,7.64,11.38,0.7,1.62,0.84,18.03,,750.5,1.75,1.42,1.25,3.17
HL,Hecla Mining Company,12.87,USD,NYSE,-0.23,8622689403.0,USD,82.24,0.19,173.25,95.3,140.11,119.25,5.32,13.08,7.2,11.46,1.29,0.9,0.81,4.67,8.23,354.66,1.35,1.82,1.79,3.17
MP,MP Materials Corp.,63.09,USD,NYSE,-2.82,11173132555.0,USD,,0.0,463.81,240.11,152.92,4.47,-4.47,75.14,42.73,71.24,2.27,0.2,6.11,-9.57,-6.69,397.5,1.4,1.76,1.48,3.16
ORKA,"Oruka Therapeutics, Inc.",28.17,USD,NASDAQ,0.21,1362981443.0,USD,,0.0,-94.92,-2.36,178.64,110.85,47.26,25.87,13.84,20.15,-0.34,1.14,1.75,-53.15,-59.96,287.13,1.29,1.87,2.04,3.16
RUN,Sunrun Inc.,20.76,USD,NASDAQ,5.81,4790008299.0,USD,,0.0,-61.44,47.97,184.77,106.98,12.16,20.07,11.02,18.11,2.35,0.94,1.31,-61.9,-2.46,339.72,1.34,1.82,1.88,3.16
SEI,"Solaris Energy Infrastructure, Inc.",53.23,USD,NYSE,0.23,3597436665.0,USD,90.05,0.9,835.5,299.03,129.54,68.13,34.76,49.65,29.94,40.18,1.11,2.47,3.72,6.99,9.12,496.69,1.5,1.66,1.78,3.16
UEC,Uranium Energy Corp.,15.13,USD,AMEX,-2.58,7274839087.0,USD,,0.0,1639.08,97.52,183.86,87.25,13.76,14.52,8.15,13.15,1.37,1.17,1.21,-9.95,-7.53,368.64,1.37,1.78,1.86,3.15
PRCH,"Porch Group, Inc.",15.05,USD,NASDAQ,-2.59,1569246820.0,USD,32.44,0.0,46.97,537.71,142.35,24.17,-10.2,15.6,10.79,16.75,2.83,2.33,0.82,,4.8,704.24,1.7,1.45,1.39,3.15
MU,"Micron Technology, Inc.",223.77,USD,NASDAQ,-0.11,251174208723.0,USD,29.51,0.21,347.45,118.95,181.17,112.12,35.13,202.92,117.49,169.8,1.62,2.35,9.37,17.2,15.16,412.25,1.41,1.73,1.9,3.14
TLRY,"Tilray Brands, Inc.",1.34,USD,NASDAQ,3.88,1504636671.0,USD,,0.0,-77.44,-20.24,173.64,139.29,-19.86,1.56,0.85,1.41,2.05,1.35,0.13,-85.59,-3.08,292.68,1.29,1.85,1.59,3.14
NG,Novagold Resources Inc.,8.29,USD,AMEX,0.0,3373424812.88,USD,,0.0,-19.04,128.37,95.52,56.42,-4.38,9.31,5.01,8.16,1.26,1.9,0.56,-130.89,-10.32,280.31,1.28,1.86,1.66,3.14
SSRM,SSR Mining Inc.,22.56,USD,NASDAQ,-1.61,4574721803.61,USD,28.61,0.0,22.81,262.12,121.39,85.37,-8.33,23.26,14.03,22.26,0.37,1.28,1.23,5.33,4.3,468.89,1.47,1.66,1.61,3.13
AVIO,Avio SpA,37.55,EUR,MIL,6.22,1132275070.21,USD,164.19,0.4,205.28,211.36,92.17,25.17,-29.42,48.22,26.8,44.24,0.37,0.32,4.12,1.96,,328.7,1.33,1.8,1.4,3.13
FCT,Fincantieri S.p.A.,22.24,EUR,MIL,-1.24,8331238787.0,USD,56.43,0.0,493.91,354.99,91.23,31.68,-0.98,23.97,14.87,21.77,1.25,0.57,1.0,14.3,2.98,477.9,1.48,1.61,1.5,3.09
