Symbol,Description,Price,Price - Currency,Exchange,Price Change % 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Dividend yield %, Trailing 12 months",Performance % 5 years,Performance % 1 year,Performance % 6 months,Performance % 3 months,Performance % 1 month,Simple Moving Average (21) 1 day,Simple Moving Average (200) 1 day,Simple Moving Average (50) 1 day,Beta 5 years,Beta 1 year,Average True Range (14) 1 day,"Return on equity %, Trailing 12 months","Return on capital employed %, Trailing 12 months",perf_sum,perf_norm,MRAT,Diff,score
AYV,Ayvens,11.1,EUR,EURONEXT,0.63,10431865894,USD,11.63,3.35,9.41,72.09,25,13.32,2.87,10.73,9.2,10.31,0.98,1.14,0.3,7.26,6.63,110.42,1.11,1.17,1.21,2.28
TPEIR,Piraeus Financial Holdings S.A.,7.14,EUR,ATHEX,3.03,10041037600,USD,8.85,4.31,-40.4,84.02,30.96,-2.16,-3.9,6.95,5.97,7.08,1.94,1.86,0.22,12.96,4.5,112.82,1.11,1.16,1.2,2.28
RTX,RTX Corporation,175.54,USD,NYSE,-1.21,2.35366E+11,USD,36.05,1.47,159.84,42.28,29.36,13.8,10.96,174.53,145.5,166.54,0.63,0.86,3.38,10.49,7.41,85.44,1.09,1.2,1.21,2.28
CLF,Cleveland-Cliffs Inc.,10.7,USD,NYSE,-3.04,6093021121,USD,,0,23.78,-10.2,45.51,-0.05,-20.13,12.29,9.84,12.3,2.08,2.2,0.78,-27.16,-9.34,35.26,1.04,1.25,1.09,2.28
VCYT,"Veracyte, Inc.",40.84,USD,NASDAQ,-3.45,3228368104,USD,107.56,0,-14.09,5.56,42.7,34.08,20.97,38.1,31.69,35.5,2.16,1.01,1.98,2.49,3.95,82.33,1.08,1.2,1.29,2.28
CURY,Currys PLC,130.6,GBX,LSE,-0.76,1819557091,USD,13.69,1.14,14.36,66.79,7.05,14.16,-8.03,138.54,115.89,138.09,1.61,0.05,3.32,5.01,6.19,88,1.09,1.2,1.13,2.28
FERG,Ferguson Enterprises Inc.,248.45,USD,NYSE,-1.85,48733827073,USD,26.63,1.31,134.5,21.08,36.8,7.08,6.77,246.65,204.35,236.81,1.13,0.98,5.53,32.42,23.3,64.95,1.06,1.21,1.22,2.27
MT,ArcelorMittal SA,34.73,EUR,EURONEXT,-0.63,33286670670,USD,11.68,1.37,151.3,52.06,25.38,18.74,6.11,33.52,28.55,32.16,1.78,1.32,0.84,4.81,2.96,96.17,1.1,1.17,1.22,2.27
LR,Legrand SA,130.8,EUR,EURONEXT,-2.13,40516541282,USD,28.2,1.65,82.53,34.9,20.83,-1.21,-8.15,142.94,118.05,141.64,0.94,1.05,3.55,17.5,15.05,54.52,1.05,1.21,1.11,2.27
BNS,Bank of Nova Scotia,94.65,CAD,TSX,-0.37,84228862222,USD,18.19,4.55,55.16,25.53,31.7,20.94,6.53,91.88,77.22,90.38,1.29,0.73,0.96,8.7,1.18,78.17,1.08,1.19,1.23,2.27
NUVL,"Nuvalent, Inc.",95.59,USD,NASDAQ,-1.48,6950034846,USD,,0,428.12,4.47,35.13,24.3,7.02,95.23,79.02,87.74,1.31,0.83,4.47,-38.79,-39.28,63.9,1.06,1.21,1.21,2.27
NTES,Netease Inc Sponsored ADR,142.57,USD,NASDAQ,0.14,87517282539,USD,19.34,2.03,62.23,84.29,16.28,10.58,-2.86,143.82,124.5,147.52,0.65,0.7,3.11,24.36,23.3,111.15,1.11,1.16,1.15,2.27
RBI,Raiffeisen Bank International AG,33.48,EUR,VIE,2.32,12454375800,USD,,3.36,131.06,80,25.68,9.13,11.23,30.93,26.69,29.99,1.34,1.66,0.96,3.02,5.19,114.8,1.11,1.16,1.25,2.27
CLAS_B,Clas Ohlson AB Class B,363.6,SEK,OMXSTO,-0.49,2439859925,USD,24.57,1.54,321.81,89.57,29.03,5.09,3.89,349.77,303.83,357.84,1.02,0.33,8.31,40.95,32.92,123.69,1.12,1.15,1.2,2.27
ABN,ABN AMRO Bank N.V. Depositary receipts,27.98,EUR,EURONEXT,0.72,26825847579,USD,10.08,4.64,226.87,83.78,32.42,8.07,5.66,25.97,22.62,26.23,1,0.87,0.56,10.16,2.09,124.27,1.12,1.15,1.24,2.27
KALU,Kaiser Aluminum Corporation,94.85,USD,NASDAQ,-0.25,1537163224,USD,17.13,3.24,20.52,13.5,32.66,24.87,21.52,89.74,74.84,82.5,1.58,1.85,3.54,12.41,7.57,71.02,1.07,1.2,1.27,2.27
ANDE,"The Andersons, Inc.",49.82,USD,NASDAQ,-0.04,1685865102,USD,23.28,1.57,121.03,4.84,40.89,29.13,18.11,47.81,39.92,43.63,0.77,0.6,1.53,5.85,0.92,74.87,1.07,1.2,1.25,2.27
EL,EssilorLuxottica SA,319.9,EUR,EURONEXT,-0.25,1.71727E+11,USD,62.07,1.23,171.91,41.93,25.55,20.26,17.65,313.53,265.4,289.29,0.92,1.19,5.84,6.19,7.02,87.74,1.09,1.18,1.21,2.27
AWE,Alphawave IP Group PLC,186.9,GBX,LSE,0.32,1925457191,USD,,0,-54.41,50.73,35.73,5.89,6.19,185.26,157.46,185.65,1.05,-0.74,6.11,-44.94,-12.61,92.35,1.09,1.18,1.19,2.27
CVS,CVS Health Corporation,79.58,USD,NYSE,-0.85,1.01021E+11,USD,207.94,3.31,8.14,47.67,31.41,16.69,1.62,80.21,68.31,77.59,0.6,0.67,1.98,0.63,7.6,95.76,1.1,1.17,1.16,2.27
A5G,AIB Group PLC,8.7,EUR,EURONEXT,-0.34,21610930692,USD,9.72,5.65,625.19,64.06,31.54,17.03,15.55,7.97,6.86,7.78,1.38,1.37,0.18,16.08,5.75,112.63,1.11,1.16,1.27,2.27
SCR,Strathcona Resources Ltd.,41.3,CAD,TSX,-0.43,6341401437,USD,8.06,2.68,385.46,44.96,33.66,13.06,9.4,37.34,31.58,37.17,1.54,1.11,1.13,9.6,11.48,91.68,1.09,1.18,1.31,2.27
BGEO,Lion Finance Group PLC,8100,GBX,LSE,1.38,4566969422,USD,6.21,3.62,671.43,65.64,31.81,2.99,4.52,7783.1,6675.33,7675.2,1.23,1.01,233.62,30.28,9.45,100.45,1.1,1.17,1.21,2.27
AYA,Aya Gold & Silver Inc.,15.59,CAD,TSX,-2.32,1616111847,USD,2941.51,0,372.42,0.58,51.36,29.92,-0.64,15.28,12.89,15.64,0.99,2.34,1,0.71,3.12,81.86,1.08,1.19,1.21,2.27
FLS,FLSmidth & Co. A/S,434,DKK,OMXCOP,0.7,3794531459,USD,38.85,1.86,122.96,17.36,17.49,7.16,-5.61,482.43,391.27,464.12,0.69,0.43,14.09,11.77,12.78,42.01,1.04,1.23,1.11,2.27
SNP,OMV Petrom SA,0.96,RON,BVB,-0.36,13652659699,USD,16.17,4.61,208.44,27.87,47.09,12.36,9.1,0.94,0.79,0.9,1.14,0.81,0.01,9.4,7.34,87.31,1.09,1.19,1.22,2.27
MODG,Topgolf Callaway Brands Corp.,10.51,USD,NYSE,-0.85,1932617089,USD,,0,-39.25,8.13,53.43,5.1,20.25,9.72,8.08,9.49,1.2,0.98,0.44,-46.95,2.81,66.66,1.07,1.2,1.3,2.27
FCFS,"FirstCash Holdings, Inc.",160.29,USD,NASDAQ,-0.83,7074262739,USD,23.14,0.97,154.39,46.52,26.18,14.88,5.02,157.42,133.57,153.7,0.66,-0.05,4.13,14.75,11.84,87.58,1.09,1.18,1.2,2.27
ARRY,"Array Technologies, Inc.",7.76,USD,NASDAQ,-7.79,1184558952,USD,,0,-79.88,17.59,-8.76,25.49,-10.35,8.67,7.03,8.53,1.74,1.21,0.73,-7.75,12.31,34.31,1.03,1.23,1.1,2.27
CRSP,CRISPR Therapeutics AG,50.98,USD,NASDAQ,-2.31,4858882198,USD,,0,-50.5,0.17,36.69,-14.7,-24.46,62.04,49.79,62.98,1.89,1.94,3.81,-25.33,-22.28,22.16,1.02,1.25,1.02,2.27
SEB,Seaboard Corporation,3929,USD,AMEX,0.83,3763789506,USD,9.57,0.23,19.97,47.1,57.85,11.98,15.56,3526.53,3062.96,3616.03,0.29,0.26,140.81,8.36,5.16,116.94,1.12,1.15,1.28,2.27
AMS,ams-OSRAM AG,10.41,CHF,SIX,-0.86,1301607863,USD,,0,-90.82,67.96,30.45,-0.57,-7.55,11.06,9.46,10.97,1.83,2.43,0.49,-10.21,5.55,97.84,1.1,1.17,1.1,2.27
C,"Citigroup, Inc.",102.1,USD,NYSE,-0.75,1.82684E+11,USD,14.35,2.22,102.54,47.82,35.45,6.96,7.06,99.94,84.58,99.61,1.35,1.63,2.63,6.88,1.17,90.22,1.09,1.18,1.21,2.27
GSL,Global Ship Lease Inc New,34.48,USD,NYSE,0.38,1233372053,USD,3.1,5.68,324.63,48.94,39.03,13.87,25.38,30.75,26.36,30.77,1.18,1.12,0.88,26.18,18.2,101.84,1.1,1.17,1.31,2.27
WPM,Wheaton Precious Metals Corp,148.89,CAD,TSX,-1.39,48918823298,USD,48.42,0.6,146.63,77.5,37.82,14.31,-1.89,139.97,123.11,145.23,0.55,0.89,4.78,13.27,15.29,129.64,1.13,1.14,1.21,2.27
OVS,OVS S.p.A.,4.45,EUR,MIL,-0.71,1320211582,USD,23.97,2.46,400.39,55.52,28.63,16.44,5.6,4.34,3.7,4.23,1.22,0.87,0.09,5.35,3.6,100.59,1.1,1.17,1.2,2.27
EZPW,"EZCORP, Inc.",17.68,USD,NASDAQ,-1.78,1076643673,USD,14.34,0,241.31,49.7,28.77,11.19,-6.26,17.99,15.27,18.03,0.58,0.08,0.49,10.95,9.4,89.67,1.09,1.18,1.16,2.27
INVX,"Innovex International, Inc.",20.48,USD,NYSE,1.21,1411296423,USD,13.95,0,-31.73,26,36.96,25.85,18.9,19.82,16.82,18.6,0.77,1.13,0.81,10.41,11.31,88.8,1.09,1.18,1.22,2.27
TGYM,Technogym S.p.A,16.23,EUR,MIL,0.19,3780672112,USD,33.63,1.85,101.99,56.96,26.9,12.32,15.6,15.13,12.85,14.74,1.06,0.81,0.3,33.2,32.44,96.18,1.1,1.18,1.26,2.27
MSGE,Madison Square Garden Entertainment Corp.,47.38,USD,NYSE,-2.45,2237849875,USD,67.61,0,-35.27,26.18,23.26,30.7,9.93,45.51,38.39,44.81,0.49,1.29,1.58,,12.43,80.14,1.08,1.19,1.23,2.27
EUROB,Eurobank Ergasias Services & Holdings SA,3.5,EUR,ATHEX,3.09,14525015855,USD,9.59,3.09,802.19,73.69,35.33,1.01,-3.44,3.37,2.91,3.36,1.71,1.45,0.1,14.86,3.68,110.02,1.11,1.16,1.2,2.27
CMA,Comerica Incorporated,79.56,USD,NYSE,0.17,10163843002,USD,15.23,3.58,48.3,13.21,36.99,15.73,3.33,77.47,64.34,74.26,1.05,0.95,1.77,9.64,1.65,65.93,1.07,1.2,1.24,2.27
PRLB,"Proto Labs, Inc.",49.38,USD,NYSE,-0.89,1169374784,USD,80.6,0,-62.65,24.93,21.25,3.06,-1.43,51.8,42.73,50.83,1.23,1.47,2.18,2.21,3.25,49.24,1.05,1.21,1.16,2.26
BYW,BayWa AG,11.4,EUR,XETR,-0.87,1507999001,USD,,0,-24.35,30.01,41.21,29.35,62.41,10.67,9.24,9.16,0.57,0.17,1.05,,,100.58,1.1,1.16,1.23,2.26
WAF,Siltronic AG,43.68,EUR,XETR,-0.55,1527335504,USD,,0.46,-52.28,-16.16,12,20.46,-20.65,52.4,42.03,48.26,1.47,1.92,2.57,-1.4,0.8,16.3,1.02,1.25,1.04,2.26
ANE,Corporacion Acciona Energias Renovables SA,24.08,EUR,BME,-0.58,9117798712,USD,10.46,1.47,-13.97,31.87,35.89,3.35,-1.71,24.32,20.52,23.59,0.7,0.7,0.67,13.06,7.79,71.11,1.07,1.19,1.17,2.26
PFSI,"PennyMac Financial Services, Inc.",127.24,USD,NYSE,-1.48,6611826667,USD,13.7,0.93,125.19,21,25.63,16.76,9.15,126.34,105.81,123.67,1.56,0.32,3.37,12.55,,63.39,1.06,1.19,1.2,2.26
PSKY,Paramount Skydance Corporation,15.33,USD,NASDAQ,-1.54,16428654668,USD,,1.28,-50.18,33.3,28.82,6.61,-9.61,15.93,13.36,17.11,1.28,0.34,0.75,-1.9,6.68,68.73,1.07,1.19,1.15,2.26
AA,Alcoa Corporation,38.74,USD,NYSE,-3.21,10033560640,USD,8.8,1,125.13,-5.5,36.96,23.43,9.33,37.78,31.42,35.33,2.26,1.59,1.79,19.77,15.85,54.89,1.05,1.2,1.23,2.26
PATH,"UiPath, Inc.",14.19,USD,NYSE,-0.42,7535197309,USD,397.48,0,-78.34,6.21,8.82,31.88,-15.44,15.34,12.6,14.18,1.09,1.09,0.95,1.15,-1.52,46.91,1.05,1.22,1.13,2.26
WWD,"Woodward, Inc.",265.5,USD,NASDAQ,-3.11,15921331397,USD,42,0.4,142.8,51.24,27.44,8.44,5.93,261.67,223.33,252.55,1.26,1.16,7.35,16.76,13.39,87.12,1.09,1.17,1.19,2.26
BMED,Banca Mediolanum SpA,19.13,EUR,MIL,-0.57,16448935821,USD,12.18,5.2,174.07,64.63,29.96,14.07,13.13,17.51,15.23,17.22,1.17,1.16,0.38,28.18,,108.66,1.11,1.15,1.26,2.26
APTV,Aptiv PLC,81.9,USD,NYSE,-1.02,17696902955,USD,65.03,0,-27.01,45.08,20.11,9.93,2.06,83.5,70.22,83.92,1.58,1.03,2.18,3.25,12.32,75.12,1.08,1.19,1.17,2.26
AKER,Aker ASA Class A,816,NOK,OSL,0.37,5990638314,USD,,7.63,84.62,45.2,30.14,18.43,13.02,778.71,666.2,759.16,1.4,1.13,17.23,0.15,-1.2,93.77,1.09,1.17,1.22,2.26
JFN,Jungfraubahn Holding AG,248,CHF,SIX,0.4,1729343438,USD,17.98,3.04,107.36,45.88,28.36,21.57,8.06,236.43,203.76,227.34,0.7,0.24,3.72,11.25,7.35,95.82,1.1,1.16,1.22,2.26
AZM,Azimut Holding Spa,32.59,EUR,MIL,-10.07,5960961655,USD,,4.83,101.66,43.38,17.87,7.77,1.21,33.71,28.23,32.48,0.98,1.29,1.16,29.17,,69.02,1.07,1.19,1.15,2.26
TD,Toronto-Dominion Bank,115.02,CAD,TSX,-0.75,1.41184E+11,USD,9.85,3.62,78.63,46.99,26.95,11.67,4.77,113.72,96.91,111,0.99,0.72,1.43,17.63,2.87,85.61,1.09,1.17,1.19,2.26
FR,Valeo SE,12.58,EUR,EURONEXT,-0.12,3548364197,USD,24.63,3.33,-58.45,43.01,31.29,19.12,28.34,11.63,9.94,11.02,1.41,1.87,0.4,3.67,8.09,93.42,1.09,1.17,1.27,2.26
BESI,BE Semiconductor Industries N.V.,133.8,EUR,EURONEXT,-1.15,12665284420,USD,73.57,1.61,236.86,17.89,17.37,9.67,-4.73,142.29,117.48,133.61,1.73,1.53,5.02,35.84,17.15,44.93,1.04,1.21,1.14,2.26
TFG,Tetragon Financial Group Limited,19.1,USD,EURONEXT,-0.52,2682133993,USD,2.52,2.29,106.71,51.59,36.92,6.41,0.53,19.1,16.38,19.02,-0.13,0.56,0.28,21.9,,94.91,1.09,1.17,1.17,2.26
A,"Agilent Technologies, Inc.",150.6,USD,NYSE,-0.61,42695165548,USD,35.32,0.65,35.68,13.01,34.13,25.91,10.52,146.1,123.47,137.31,1.29,1.13,3.44,19.88,16.42,73.05,1.07,1.18,1.22,2.26
ISS,ISS A/S,212.4,DKK,OMXCOP,1.24,5629631948,USD,13.89,1.48,88.63,59.22,27.64,8.92,5.15,207.45,178.19,203.18,0.32,0.24,3.35,27.43,15.48,95.79,1.1,1.16,1.19,2.26
CPX,Capital Power Corporation,62.83,CAD,TSX,-5.18,7355381352,USD,22.42,3.99,101.44,11.26,16.83,3.54,-12.13,69.77,57.02,66.87,0.54,1.56,2.16,9.4,-3.04,31.63,1.03,1.22,1.1,2.26
SHC,Sotera Health Company,16.27,USD,NASDAQ,0.15,4623628761,USD,84.33,0,-39.72,6.58,27.75,3.2,4.53,16.38,13.38,16.11,1.83,1.3,0.55,10.86,13.69,37.53,1.04,1.22,1.22,2.26
GEV,GE Vernova Inc.,543.93,USD,NYSE,-5.47,1.47579E+11,USD,88.15,0.13,372.98,62.65,26.2,-12.84,-14.34,577.09,487.92,600.66,1.29,1.47,25.7,18.78,7.55,76.01,1.08,1.18,1.11,2.26
ENSG,"The Ensign Group, Inc.",177.79,USD,NASDAQ,-1.11,10298446572,USD,31.64,0.14,157.67,18.31,20.72,6.99,0.56,182.91,150.94,176.37,0.95,0.44,5.6,16.98,10.08,46.03,1.05,1.21,1.18,2.26
TMO,Thermo Fisher Scientific Inc,597.24,USD,NYSE,1.57,2.24386E+11,USD,34.51,0.29,20.48,10.6,47.47,22.7,14.47,565.56,479.49,526.29,0.82,0.87,13.91,13.14,9.44,80.77,1.08,1.18,1.25,2.26
AXSM,"Axsome Therapeutics, Inc.",138.64,USD,NASDAQ,-1.58,6988956323,USD,,0,83.53,40.04,29.84,27.87,14.91,133.94,115.41,126.03,0.49,1.08,4.96,-275.5,-57.8,97.75,1.1,1.16,1.2,2.26
BWE,BW Energy Ltd.,40.1,NOK,OSL,-0.25,1029022232,USD,3.99,0,100.5,85.65,24.92,11.39,-12.83,38.68,33.97,41.22,1.88,1.47,1.75,28.29,20.52,121.96,1.12,1.14,1.18,2.26
BKT,Bankinter SA,13.73,EUR,BME,-1.61,14534628390,USD,,3.3,347.49,84.84,21.29,4.89,3.54,13.24,11.48,13.22,0.82,1.08,0.28,16.71,1.31,111.02,1.11,1.15,1.2,2.26
LLOY,Lloyds Banking Group plc,94.12,GBX,LSE,-1.09,73619869286,USD,,3.5,184.61,74.49,25.83,12.07,12.72,88.46,76.78,85.27,1.81,1.31,1.7,8.08,0.63,112.39,1.11,1.15,1.23,2.26
PHVS,Pharvaris N.V.,23.46,USD,NASDAQ,-9.1,1502745310,USD,,0,-6.16,17.3,51.35,1.16,7.61,22.73,19.15,23.17,-2.78,0.51,1.48,-51.81,-52.86,69.82,1.07,1.19,1.22,2.26
IAG,International Consolidated Airlines Group SA,395.8,GBX,LSE,0.84,23613957561,USD,7.82,1.82,178.63,66.23,23,2.35,-2.97,403.36,345.16,395.4,2.88,1.61,12.16,57.5,21.04,91.58,1.09,1.17,1.15,2.26
STJ,St. James's Place Plc,1341.5,GBX,LSE,-0.89,9281376769,USD,14.22,1.33,26.8,66.44,24.73,2.09,0.71,1331.17,1153.27,1296.97,1.79,2.14,30.94,41.51,0.48,93.26,1.09,1.15,1.16,2.25
YOU,"Clear Secure, Inc.",38.3,USD,NYSE,0.42,5027199225,USD,20.08,1.31,-0.65,36.79,55.6,13.15,26.86,32.9,28.82,33.83,1.2,0.55,1.5,130.93,41.98,105.53,1.11,1.14,1.33,2.25
SAAB_B,Saab AB Class B,533.4,SEK,OMXSTO,1.74,29555495039,USD,55.56,0.38,816.89,120.23,19.56,2.28,4.79,508.44,457.76,525.85,-0.23,0.56,17.03,13.56,11.97,142.07,1.14,1.11,1.17,2.25
STAA,STAAR Surgical Company,26.13,USD,NASDAQ,1.08,1299757299,USD,,0,-67.53,-10.82,35.74,-8.95,-3.19,26.15,21.23,26.69,0.93,1.14,1.17,-24.65,-15.14,15.97,1.02,1.23,1.23,2.25
LNR,Linamar Corporation,78.8,CAD,TSX,4.32,3224056324,USD,22.45,1.43,39.54,36.45,28.74,7.49,11.17,74.82,63.41,75.21,1.61,1.14,1.65,3.69,10.98,72.68,1.07,1.18,1.24,2.25
GSK,GSK plc,1810.5,GBX,LSE,-0.71,96219853378,USD,13.57,3.45,23.62,31.86,30.39,26.79,11.21,1722.31,1480.73,1619.78,0.6,0.99,35.93,36.44,19.69,89.04,1.09,1.16,1.22,2.25
ARLO,"Arlo Technologies, Inc.",15.31,USD,NYSE,-1.73,1622741551,USD,434.94,0,206.81,29.31,10.7,-8.1,-9.03,17.73,14.58,17.57,1.69,1.88,0.77,3.8,-3.3,31.91,1.03,1.22,1.05,2.25
MAP,Mapfre SA,4.11,EUR,BME,2.08,14245655253,USD,11.83,3.26,156.48,61.97,17.95,6.3,1.48,3.98,3.41,3.96,0.71,0.87,0.08,12.2,4.76,86.22,1.09,1.17,1.21,2.25
FLS,Flowserve Corporation,69.24,USD,NYSE,-1.02,8801477462,USD,20.14,1.2,104.01,14.45,35.37,30,40.33,61.93,52.85,57.4,1.34,1.78,2.21,20.97,12.85,79.82,1.08,1.17,1.31,2.25
VGP,VGP NV,103.8,EUR,EURONEXT,-0.38,3296423630,USD,8.69,2.22,-8.84,31.73,26.12,11.97,2.17,103.38,87.48,98.43,1.2,0.97,2.1,13.74,,69.82,1.07,1.18,1.19,2.25
MG,Magna International Inc.,70.38,CAD,TSX,-0.23,14183995468,USD,13.83,3.85,-8.25,14.33,40.31,15.08,15.7,66.38,56.32,65.32,1.79,1.09,1.44,8.43,9.85,69.71,1.07,1.18,1.25,2.25
FNV,Franco-Nevada Corporation,278.19,CAD,TSX,-0.68,38516972495,USD,41.78,0.75,53.55,72.92,27.47,13.49,-5.38,270.37,238.67,281.69,0.6,0.91,7.39,14.41,15.93,113.88,1.11,1.13,1.17,2.25
SBRY,J Sainsbury plc,326.6,GBX,LSE,-4.17,10075722064,USD,21.54,3.99,61.44,34.85,17.74,8.94,-2.74,341.8,287.58,332,1.16,0.84,9.05,6.63,6.9,61.52,1.06,1.19,1.14,2.25
ODL,Odfjell Drilling Ltd.,77.8,NOK,OSL,1.43,1824421876,USD,12.51,7.15,510.68,51.95,24.48,8.96,0,79.33,68.36,78.97,1.82,1.65,2.09,10.27,11.78,85.4,1.09,1.16,1.14,2.25
AYI,Acuity Inc.,357.34,USD,NYSE,-1.13,10939238936,USD,28.51,0.19,235.18,7.16,31.32,12.19,0.67,362.52,301.83,352.56,1.62,1.25,9.02,15.54,17.42,50.68,1.05,1.2,1.18,2.25
ASND,Ascendis Pharma A/S Sponsored ADR,197.02,USD,NASDAQ,-1.11,12063649236,USD,,0,20.51,53.32,27.1,3.27,-5.69,202.22,173.83,201.7,0.43,0.57,7.87,,-659.12,83.69,1.08,1.16,1.13,2.25
MS,Morgan Stanley,167.54,USD,NYSE,-1.4,2.66281E+11,USD,17.2,2.27,190.05,25.53,26.65,12.72,8.43,163.49,137.89,159.55,0.09,0.07,3.77,15.15,2.09,64.89,1.06,1.19,1.22,2.25
UTDI,United Internet AG,24.6,EUR,XETR,-2.23,5445563266,USD,32.57,1.59,-25,56.59,20.12,-3,-9.16,27.17,23.17,27.15,0.49,0.91,0.85,2.15,5.02,73.71,1.07,1.17,1.06,2.25
DBD,Diebold Nixdorf Incorporated,65.04,USD,NYSE,-0.21,2332799901,USD,47.67,0,171,58.29,31.5,4.45,15.48,60.03,52.15,58.92,1.59,1.47,1.96,4.66,10.91,94.24,1.09,1.15,1.25,2.25
BG,Bunge Limited,97.44,USD,NYSE,1.19,18842068452,USD,10.47,2.87,62.63,11.97,21.67,18.59,21.58,95.79,80.06,87.84,0.74,0.27,2.64,10.24,2.81,52.23,1.05,1.2,1.22,2.25
NWG,NatWest Group Plc,623.2,GBX,LSE,-0.19,65687414022,USD,9.54,4,307.67,61.87,24.64,11.97,15.32,579.69,503.3,549.72,1.82,1.71,11.48,14.96,1.14,98.48,1.1,1.15,1.24,2.25
ZGN,Ermenegildo Zegna N.V.,9.96,USD,NYSE,-4.28,4072298876,USD,24.57,1.36,-3.35,32.73,14.03,22.15,8.68,10.2,8.61,9.75,0.75,1.62,0.34,10.58,8.67,68.91,1.07,1.18,1.16,2.25
AGIO,"Agios Pharmaceuticals, Inc.",43.7,USD,NASDAQ,0.16,2548313658,USD,,0,3.41,-25.97,54.04,18.85,8.68,42.2,35.04,40.15,0.89,1.42,1.69,-27.57,-31.88,46.91,1.05,1.2,1.25,2.25
LOGN,Logitech International S.A.,94.62,CHF,SIX,-2.09,17089788791,USD,25.27,1.3,25.49,39.11,29.69,18.63,13.73,92.59,79.47,89.48,1.11,1.62,2.35,32.7,30.31,87.42,1.09,1.16,1.19,2.25
JCI,Johnson Controls International plc,121.16,USD,NYSE,-1.23,79282069988,USD,23.8,1.23,167.33,41.8,25.19,14.9,15.39,115.1,98.26,110.91,1.37,1.14,3.02,11.86,9.79,81.89,1.08,1.17,1.23,2.25
F,Ford Motor Company,13.42,USD,NYSE,-0.19,53493878294,USD,11.51,5.58,53.6,20.73,24.65,17.45,17.97,12.92,10.89,12.27,1.62,0.64,0.32,10.26,1.98,62.83,1.06,1.19,1.23,2.25
AIR,AAR Corp.,81.45,USD,NYSE,-2.63,3222365062,USD,102.76,0,216.93,19.06,30.89,5.64,1.29,83.85,70.12,81.5,1.53,1.01,2.61,2.35,8.82,55.59,1.06,1.2,1.16,2.25
GS,"Goldman Sachs Group, Inc. (The)",819.62,USD,NYSE,-2.31,2.45828E+11,USD,16.65,1.55,266.67,37.84,32.85,9.43,7.22,784.03,668.08,784.17,1.4,0.43,20.71,13.57,2.62,80.12,1.08,1.17,1.23,2.25
AAPL,Apple Inc.,272.75,USD,NASDAQ,-0.26,4.03031E+12,USD,36.57,0.37,129.36,21.76,28.44,16.56,10.61,266.35,225.2,255.27,1.09,1.24,5.16,171.42,69.62,66.76,1.07,1.18,1.21,2.25
VIPS,Vipshop Holdings Ltd Sponsored ADR,19.8,USD,NYSE,0.79,9689912991,USD,10.75,2.34,-14.78,41.46,33.46,14.22,5.85,18.62,16.05,18.77,0.83,0.78,0.59,17.79,16.69,89.14,1.09,1.16,1.23,2.25
DD,"DuPont de Nemours, Inc.",40.75,USD,NYSE,-0.1,17073160523,USD,,3.95,54.65,17.99,43.13,31.61,30.38,36.15,31.12,33.99,1.09,1.37,1.06,-0.46,6.05,92.73,1.09,1.16,1.31,2.25
MRL,"MERLIN Properties SOCIMI, S.A.",13.34,EUR,BME,-0.15,8709847988,USD,11.3,2.43,73.25,41.84,24.67,2.62,0.15,13.52,11.46,13.17,1.07,0.87,0.2,9.18,,69.13,1.07,1.18,1.16,2.25
TEM,"Tempus AI, Inc.",67.95,USD,NASDAQ,-4.43,12089473654,USD,,0,69.88,-2.92,6.03,-5.55,-26.23,83.17,66.49,85.38,4.87,2.51,5.26,-72.61,-17.57,-2.45,1,1.25,1.02,2.25
BRBY,Burberry Group plc,1228,GBX,LSE,-2.03,5914142561,USD,,0,-23.54,65.59,26.1,10.28,4.82,1235.14,1082.93,1196.32,1.81,2,56.41,-7.28,1.08,101.97,1.1,1.14,1.13,2.24
ELEC,Electricite de Strasbourg SA,169.5,EUR,EURONEXT,0.59,1400337669,USD,7.82,6.53,42.44,51.34,18.53,6.94,3.99,171.45,147.2,162.43,0.36,0.21,4,28.36,8.88,76.81,1.08,1.16,1.15,2.24
ZWS,Zurn Elkay Water Solutions Corporation,46.86,USD,NYSE,-1.37,7842058905,USD,41.71,0.76,159.44,17.95,26.04,3.1,2.92,46.94,39.39,46.82,1.17,0.83,1.15,11.76,11.49,47.08,1.05,1.19,1.19,2.24
FCSS,Fidelity China Special Situations PLC,324,GBX,LSE,-0.31,2059931810,USD,4.91,2.46,-13.6,50.59,27.06,12.89,-0.11,317.88,275.8,320.14,0.67,1.44,7.3,26.1,,90.54,1.09,1.15,1.17,2.24
DWL,Dowlais Group PLC,83.6,GBX,LSE,-0.77,1450602377,USD,,3.32,-42.74,52,21.42,7.73,10.12,81.99,70.71,80.63,1.08,1.64,2.86,-3.81,1.26,81.16,1.08,1.16,1.18,2.24
AKRO,"Akero Therapeutics, Inc.",54.24,USD,NASDAQ,-0.11,4464829397,USD,,0,93.09,66.48,35.53,9.8,0.99,53.98,48.01,49.91,-0.35,0.37,0.52,-34.53,-38.1,111.81,1.11,1.12,1.13,2.24
WELL,Welltower Inc.,191.26,USD,NYSE,-0.2,1.31528E+11,USD,144.15,1.43,182.72,39.99,29.86,18.01,14.61,182.31,158.59,175.43,0.91,0.38,3.69,2.78,,87.86,1.09,1.15,1.21,2.24
