Symbol,Description,Price,Price - Currency,Exchange,Price Change % 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Dividend yield %, Trailing 12 months",Performance % 5 years,Performance % 1 year,Performance % 6 months,Performance % 3 months,Performance % 1 month,Simple Moving Average (21) 1 day,Simple Moving Average (200) 1 day,Simple Moving Average (50) 1 day,Beta 5 years,Beta 1 year,Average True Range (14) 1 day,"Return on equity %, Trailing 12 months","Return on capital employed %, Trailing 12 months",perf_sum,perf_norm,MRAT,Diff,score
CELC,Celcuity Inc.,86.47,USD,NASDAQ,1.55,3668637856,USD,,0,804.03,473.79,726.67,63.4,84.14,73.01,28.84,60.88,0.73,0.14,4.68,-134.54,-70.38,1263.86,2.26,2.53,3,4.8
IREN,IREN Limited,50.16,USD,NASDAQ,-9.94,13601430356,USD,25.58,0,79.16,311.18,537.41,162.23,-20.66,60.85,21.84,52.17,4.22,2.19,6.84,30.19,-0.1,1010.82,2.01,2.79,2.3,4.8
PRAX,"Praxis Precision Medicines, Inc.",182.68,USD,NASDAQ,-0.51,4568185092,USD,,0,-63.81,118.56,390.27,283.85,252.59,181.51,61.42,104.27,2.85,2.48,14.58,-75.2,-80.65,792.69,1.79,2.96,2.97,4.75
UAMY,United States Antimony Corporation,7.48,USD,AMEX,-1.9,1038116045,USD,,0,1958.66,1125.41,193.14,80.56,-61.67,9.36,4.17,8.37,-0.01,1.61,1.31,-3.27,-5.17,1399.1,2.4,2.25,1.79,4.65
ONDS,Ondas Holdings Inc.,6.73,USD,NASDAQ,22.12,2473798402,USD,,0,-43.93,795.85,685.51,75.68,-35.18,6.62,3.17,7.4,2.16,1.88,0.87,-81.2,-44.5,1557.04,2.56,2.09,2.12,4.65
QBTS,D-Wave Quantum Inc.,23.71,USD,NYSE,-10.19,8301458243,USD,,0,131.32,1410.2,109.45,33.5,-41.49,31.96,16.21,29.04,1.52,1.42,3.71,-122.03,-19.62,1553.16,2.55,1.97,1.46,4.52
SUPX,SuperX AI Technology Limited,47.74,USD,NASDAQ,-2.27,1283898625,USD,,0,1093.5,858.63,322.48,51.56,-25.41,55.82,24.63,58.46,-4.85,-0.6,5.79,-158.36,,1232.67,2.23,2.27,1.94,4.5
NANO,Nanobiotix SA,17.76,EUR,EURONEXT,-4.1,1028920976,USD,,0,70.11,361.3,425.44,159.27,-28.96,18.03,7.16,15.84,1.62,1.42,1.94,,,946.01,1.95,2.52,2.48,4.46
CIFR,Cipher Mining Inc.,15.49,USD,NASDAQ,-10.87,6119975893,USD,,0,58.06,109.32,384.06,195.05,-22.12,19.57,7.31,16.06,2.93,3.43,2.43,-9.69,-9.96,688.43,1.69,2.68,2.12,4.37
TERN,"Terns Pharmaceuticals, Inc.",21.12,USD,NASDAQ,4.04,1902484894,USD,,0,24.6,188.13,656.99,211.96,161.39,12.65,5.58,9.82,-0.03,1.3,1.41,-29.12,-33.22,1057.08,2.06,2.27,3.79,4.33
CDTX,"Cidara Therapeutics, Inc.",104.33,USD,NASDAQ,-2.6,3280069672,USD,,0,108.66,683.85,384.8,63.63,-9.2,102.44,49.03,92.48,1.32,3.56,6.24,-68.7,-59.14,1132.28,2.13,2.09,2.13,4.22
CRML,Critical Metals Corp.,9.2,USD,NASDAQ,-5.25,1082880406,USD,,0,-5.64,40.03,538.89,56.73,-69.59,13.07,5.08,11.06,1.32,-0.01,2.08,-128.3,-87.53,635.65,1.64,2.57,1.81,4.21
EOSE,"Eos Energy Enterprises, Inc.",15.37,USD,NASDAQ,-11,4430287698,USD,,0,46.38,551.27,116.02,142.05,-7.47,15.76,7.13,13.05,2.33,1.33,1.91,,-121.53,809.34,1.81,2.21,2.16,4.02
SLDP,"Solid Power, Inc.",5.96,USD,NASDAQ,-10.64,1138500428,USD,,0,-40.4,441.82,331.88,11.4,-2.61,6.3,2.87,5.29,2.35,0.15,0.89,-23.63,-23.37,785.1,1.79,2.19,2.07,3.98
NKTR,Nektar Therapeutics,54.75,USD,NASDAQ,-5.06,1113701961,USD,,0,-79.1,174.44,433.7,104.29,-2.6,59.16,26.09,56.56,1.2,4.96,4.07,-180.24,-57.37,712.43,1.71,2.27,2.1,3.98
BMNR,"BitMine Immersion Technologies, Inc.",37.57,USD,AMEX,-7.39,10697768490,USD,,0,-6.07,526.17,836.91,-38.41,-28.7,45.79,28.07,50.35,1.41,15.98,3.78,-95.27,-71.85,1324.66,2.32,1.63,1.34,3.96
APLD,Applied Digital Corporation,23.76,USD,NASDAQ,-10.05,6643938102,USD,,0,35575.13,212.57,312.41,63.29,-30.28,32.27,13.66,27.32,6.58,2.9,3.15,-32.13,-7.75,588.27,1.59,2.36,1.74,3.95
COGT,"Cogent Biosciences, Inc.",34.09,USD,NASDAQ,-3.32,4853615537,USD,,0,214.19,228.42,613.18,189.88,112,19.01,9.98,16.1,0.41,1.45,2.65,-95.4,-88.56,1031.48,2.03,1.9,3.42,3.94
ABXX,Abaxx Technologies Inc,42.2,CAD,NEO,-0.33,1038530708,USD,,0,251.67,231.76,297.74,166.41,23.25,38.05,17.43,33.99,2.61,,2.36,-128.45,-105.78,695.91,1.7,2.18,2.42,3.88
QURE,uniQure N.V.,30.18,USD,NASDAQ,0.18,1858893849,USD,,0,-31.26,348.37,121.71,85.69,-50.86,49.17,21.18,43.05,0.59,0.77,5.54,-165.27,-28.34,555.77,1.56,2.32,1.42,3.88
4IG,4iG Nyrt.,4920,HUF,BET,0.92,4351260036,USD,,0,821.35,505.17,176.09,153.35,62.38,4125.95,2108.27,3226.3,0.74,0.71,264.72,-50.87,6.4,834.61,1.83,1.96,2.33,3.79
AMPX,"Amprius Technologies, Inc.",11.14,USD,NYSE,-9.98,1452937556,USD,,0,23.58,348.99,303.44,49.87,-10.2,12.5,5.99,11.58,4.29,2.74,1.46,-68.88,-43.88,702.3,1.7,2.09,1.86,3.79
AII,Almonty Industries Inc.,9.7,CAD,TSX,-0.61,1513107530,USD,,0,926.46,708.33,159.71,56.45,-25.73,10.14,5.47,9.02,1.36,1.65,0.86,-57.75,-7.34,924.49,1.92,1.85,1.77,3.78
GRGD,Groupe Dynamite Inc.,61.11,CAD,TSX,-5.68,4282004004,USD,,0,192.39,192.39,318.85,54.12,-3.58,67.92,30.93,61.38,5.06,2.02,3.02,,,565.36,1.57,2.2,1.98,3.76
GRAL,"GRAIL, Inc.",88.6,USD,NASDAQ,4.51,3193654889,USD,,0,535.09,496.6,126.59,175.14,31.49,85.14,43.5,66.13,4.34,3.32,7.54,-17.68,-20.18,798.32,1.8,1.96,2.04,3.76
NVTS,Navitas Semiconductor Corporation,7.96,USD,NASDAQ,-7.87,1710915686,USD,,0,-28.06,320.26,283.89,10.9,-35.86,12.13,5.67,9.42,3.1,1.24,1.35,-33.25,-25.63,615.06,1.62,2.14,1.4,3.75
BITF,Bitfarms Ltd.,3.82,CAD,TSX,-13.96,1750847783,USD,,0,515.32,0.39,154.33,118,-48.45,5.73,2.34,4.8,4.85,2.64,0.64,-15.48,-17.17,272.73,1.27,2.45,1.63,3.72
MLYS,"Mineralys Therapeutics, Inc.",45.45,USD,NASDAQ,-3.97,3596911030,USD,,0,115.4,236.42,194.75,220.75,5.89,41.82,20.52,40.07,0.4,1,2.81,-42.14,-45.27,651.91,1.65,2.04,2.22,3.69
GDWN,Goodwin PLC,22400,GBX,LSE,-2.18,2258307987,USD,68.47,0.9,554.78,220,210.25,130.93,62.91,19342.86,9466.95,15370.6,0.58,0.62,1624.28,18.87,17.71,561.18,1.56,2.04,2.37,3.6
DSV,Discovery Silver Corp,6.81,CAD,TSX,1.19,3853450693,USD,,0,256.54,682.76,177.96,72.41,24.95,5.56,3.35,5.23,2.21,1.25,0.42,-3.65,3.73,933.12,1.93,1.66,2.03,3.59
HOUS,Anywhere Real Estate Inc.,12.64,USD,NYSE,-0.24,1417331949,USD,,0,4.64,226.61,241.62,120.59,37.99,10.78,5.39,9.67,1.84,1.82,0.56,-8.15,,588.83,1.59,2,2.34,3.59
VSAT,"ViaSat, Inc.",36.39,USD,NASDAQ,-3.01,4922255629,USD,,0,-2.55,328.12,220.33,33.39,7.92,37.42,18.59,33.94,1.24,1.79,2.66,-11.04,0.86,581.85,1.58,2.01,1.96,3.59
UUUU,Energy Fuels Inc,15.52,USD,AMEX,-1.9,3682690420,USD,,0,786.86,128.24,251.13,58.37,-40.49,18.98,8.91,17.48,1.78,0.67,2.02,-18.17,-18.23,437.73,1.44,2.13,1.74,3.57
FLNC,"Fluence Energy, Inc.",16.62,USD,NASDAQ,-13.46,3034165156,USD,,0,-50.37,-18.9,196.35,118.46,8.24,19.13,8.49,14.59,2.88,2.04,2.3,-4.45,-3.15,295.91,1.3,2.25,1.96,3.55
WDC,Western Digital Corporation,160.47,USD,NASDAQ,-3.4,54864579588,USD,23.4,0.12,398.05,233.13,220.94,109.76,38.21,143.79,72.57,124.74,1.82,2.27,9.5,31.48,20.14,563.83,1.56,1.98,2.21,3.55
ZBIO,"Zenas BioPharma, Inc.",35.78,USD,NASDAQ,-0.06,1506706982,USD,,0,94.99,73.61,266.97,111.97,37.77,29.61,14.28,25.03,-1.47,0.45,2.71,-68.33,-62.22,452.55,1.45,2.07,2.51,3.53
USA,Americas Gold and Silver Corporation,6.19,CAD,TSX,0.32,1211496295,USD,,0,-32.9,342.14,217.44,89.01,2.48,5.79,3.14,5.18,1.34,2.23,0.38,-147.4,-24.28,648.59,1.65,1.84,1.97,3.49
OKLO,Oklo Inc.,103.36,USD,NYSE,-7.03,15256885823,USD,,0,933.6,305.65,168.26,39.19,-38.49,128.48,65.91,122.59,0.72,2.59,13.64,-11.34,-14.45,513.1,1.51,1.95,1.57,3.46
WULF,TeraWulf Inc.,11.81,USD,NASDAQ,-6.57,4944633193,USD,,0,132.48,34.97,234.56,38.45,-14.73,14.01,6.51,12.64,3.58,2.69,1.34,-181.95,-11.04,307.98,1.31,2.15,1.81,3.46
NBIS,Nebius Group N.V.,89.34,USD,NASDAQ,-5.32,22253786980,USD,,0,43.98,359.8,145.81,30.81,-32.32,112.56,58.43,109.63,1.17,3.07,10.39,3.45,-8.56,536.42,1.54,1.93,1.53,3.46
MVST,"Microvast Holdings, Inc.",3.78,USD,NASDAQ,-6.09,1240531130,USD,,0,-63.16,684.88,12.84,32.17,-26.32,5.25,3.05,4.49,5.54,0,0.46,-35.82,8.82,729.89,1.73,1.72,1.24,3.45
PL,Planet Labs PBC,11.47,USD,NYSE,-7.8,3531876661,USD,,0,17.04,324.81,195.62,67.69,-23.53,12.92,6.93,12.55,3.18,3.89,0.91,-19.9,-15.61,588.12,1.59,1.86,1.65,3.45
QS,QuantumScape Corporation,13.82,USD,NYSE,-5.6,8310106358,USD,,0,-13.35,183.2,224.41,50.87,-17.05,15.78,7.94,14.05,4.84,2.57,1.65,-38.65,-39.17,458.48,1.46,1.99,1.74,3.44
SATS,EchoStar Corporation,68.74,USD,NASDAQ,-1.28,19777626941,USD,,0,157.71,203.02,199.13,141.19,-7.11,72.93,39.04,74.15,0.94,1.4,2.77,-98.16,-1.23,543.34,1.54,1.87,1.76,3.41
CLS,Celestica Inc.,411.4,CAD,TSX,-12.13,38432955230,USD,48.01,0,4553.85,252.98,164.33,51.91,17.54,440.85,230.62,384.37,1.54,2.58,30.83,37.8,32.5,469.22,1.47,1.91,1.78,3.38
JMIA,Jumia Technologies AG Sponsored ADR,10.26,USD,NYSE,1.18,1241773088,USD,,0,-30.44,155.86,230.97,34.47,-13.42,10.9,5.65,11.13,-0.32,-0.12,0.82,-176.48,-156.53,421.3,1.42,1.93,1.82,3.35
LITE,Lumentum Holdings Inc.,230,USD,NASDAQ,-9.38,16307000194,USD,153.75,0,171.21,163.88,194.95,102.45,47.89,202.98,107.22,178.9,1.49,2.15,17.51,13.42,-3.03,461.28,1.46,1.89,2.15,3.35
NBG6,Nuernberger Beteiligungs AG Class B,120.5,EUR,XETR,0,1609127373,USD,,0.12,69.72,125.23,134.44,84.82,16.43,119.36,60.44,90.35,0.11,0.09,1.87,-0.95,0.31,344.49,1.34,1.97,1.99,3.32
CIEN,Ciena Corporation,196,USD,NYSE,-6.45,27646958571,USD,202.44,0,347.9,175.71,144.76,115.53,21.32,186.91,99.19,161.74,1.18,1.78,9.25,4.96,5.45,435.99,1.44,1.88,1.98,3.32
PGEN,"Precigen, Inc.",3.94,USD,NASDAQ,-1.87,1175503087,USD,,0,-34.25,318.12,198.86,51.73,24.84,4.02,2.31,3.78,1.71,1.83,0.26,-668.03,-146.62,568.72,1.57,1.74,1.71,3.31
TNGX,"Tango Therapeutics, Inc.",7.83,USD,NASDAQ,2.09,1053870984,USD,,0,-23.31,132.34,411.76,12.34,-6.45,8.13,4.68,7.81,1.67,1.99,0.68,-51.65,-43.57,556.45,1.56,1.74,1.67,3.29
GSAT,"Globalstar, Inc.",62.55,USD,NASDAQ,-2.84,7923379846,USD,,0,1163.64,120.63,236.65,131.5,45.57,49.12,27.61,42.46,1,1.46,4.24,-12.45,0.76,488.78,1.49,1.78,2.27,3.27
LEU,Centrus Energy Corp.,252.22,USD,AMEX,-8.49,4593347799,USD,38.33,0,2327.48,169.78,161.66,34.87,-34.83,340.05,178.17,318.18,1.57,2.12,34.91,51.74,8.75,366.31,1.37,1.91,1.42,3.27
HL,Hecla Mining Company,15.16,USD,NYSE,-2.41,10155345531,USD,49.92,0.16,187.03,173.56,221.08,97.59,15.29,13.5,7.58,12.46,1.29,1.06,1,8.88,12.43,492.22,1.49,1.78,2,3.27
HUT,Hut 8 Corp.,37.54,USD,NASDAQ,-10.04,4055695413,USD,20.94,0,707.23,47.39,141.41,59.41,-19.18,46.71,23.46,41.44,4.7,2.67,4.92,18.75,-4.77,248.21,1.25,1.99,1.6,3.24
STOK,"Stoke Therapeutics, Inc.",26,USD,NASDAQ,3.46,1485045833,USD,39.4,0,-46.93,88,167.49,50.9,-14.39,29.02,14.97,26.86,1.32,2.15,2.26,15.02,9.68,306.39,1.31,1.94,1.74,3.24
ARWR,"Arrowhead Pharmaceuticals, Inc.",40.85,USD,NASDAQ,-1.38,5647820794,USD,,0,-41.64,88.25,165.78,117.69,15.82,39.5,21.31,35.6,1.28,2.77,2.09,-34.8,-10.94,371.72,1.37,1.85,1.92,3.23
BLDP,Ballard Power Systems Inc.,4.47,CAD,TSX,-6.68,1027418054,USD,,0,-78.93,153.98,134.03,74.61,-4.28,4.88,2.63,4.3,1.96,1.91,0.37,-38.29,-17.82,362.62,1.36,1.85,1.7,3.21
COMM,"CommScope Holding Company, Inc.",16.98,USD,NASDAQ,-4.37,3760789285,USD,,0,54.6,269.02,196.25,13.16,15.08,16.28,9.45,16.03,2.44,3.65,0.8,,13.11,478.42,1.48,1.72,1.8,3.2
CSIQ,Canadian Solar Inc.,28.62,USD,NASDAQ,0.56,1916745569,USD,,0,-26.05,134.59,172.31,140.91,104.14,20.68,11.95,16.29,1.36,2.13,2.74,-0.25,-1.86,447.81,1.45,1.73,2.4,3.18
MU,"Micron Technology, Inc.",236.97,USD,NASDAQ,-3.24,2.65991E+11,USD,31.25,0.19,296.83,130.52,147.1,92.39,26.75,223.68,123.68,191.24,1.62,2.25,12.12,17.2,15.16,370.01,1.37,1.81,1.92,3.18
NDM,Northern Dynasty Minerals Ltd.,2.48,CAD,TSX,-3.68,1015818701,USD,,0,112.39,300.81,91.15,100.4,-37.72,2.68,1.6,2.13,-0.38,0.47,0.23,-100.42,-24.34,492.36,1.49,1.67,1.55,3.17
ORKA,"Oruka Therapeutics, Inc.",27.49,USD,NASDAQ,-2.86,1330080182,USD,,0,-95.24,5.33,192.45,82.54,10.49,27.52,14.53,22.41,-0.34,1.25,2.08,-53.15,-59.96,280.31,1.28,1.89,1.89,3.17
REAL,"The RealReal, Inc.",14.07,USD,NASDAQ,-4.74,1641727695,USD,,0,1.19,265.45,166.98,77.2,40.84,12.09,7.36,10.94,2.55,1.9,1.03,,-20.99,509.64,1.51,1.64,1.91,3.15
AMLX,"Amylyx Pharmaceuticals, Inc.",12.27,USD,NASDAQ,-0.49,1347486146,USD,,0,-41.57,96.32,169.08,45.55,-12.67,13.78,7.48,13.39,-0.33,1.56,0.81,-56.52,-58.96,310.95,1.31,1.84,1.64,3.15
VNP,5N Plus Inc.,19.75,CAD,TSX,-3.42,1299868362,USD,29.07,0,789.64,203.85,128.32,31.06,2.76,19.53,11.01,17.68,1.85,1.54,0.98,26.65,20.08,363.22,1.36,1.77,1.79,3.14
TTI,"Tetra Technologies, Inc.",7.59,USD,NYSE,-0.26,1015137618,USD,8.26,0,1144.26,98.17,154.7,91.18,25.45,7.48,4.19,6.34,1.36,1.48,0.44,53.71,14.13,344.05,1.34,1.78,1.81,3.13
STX,Seagate Technology Holdings PLC,267.85,USD,NASDAQ,-5.44,57200472732,USD,34.38,1.02,386.71,168.04,148.97,71.87,24.29,251.5,145.54,232.74,1.65,2.1,16.72,,48.56,388.88,1.39,1.73,1.84,3.12
MEDCL,MedinCell SA,30.7,EUR,EURONEXT,-0.07,1179472597,USD,,0,234.42,71.89,105.63,85.39,-5.48,34.38,18.68,28.18,0.99,1.18,2.12,,-32.56,262.91,1.26,1.84,1.64,3.1
INSM,Insmed Incorporated,194.94,USD,NASDAQ,0.29,41576596092,USD,,0,434.1,174.22,188.68,52.75,18.88,177.55,106.76,161.47,1.06,0.81,6.24,-165.69,-52.99,415.65,1.42,1.66,1.83,3.08
INDV,Indivior PLC,30.32,USD,NASDAQ,0.73,3785570208,USD,30.19,0,272.02,195.23,173.89,30.86,27.82,27.96,16.63,25.47,0.89,0.83,1.22,,69.88,399.98,1.4,1.68,1.82,3.08
ATAI,Atai Beckley N.V,4.23,USD,NASDAQ,-2.31,1535974058,USD,,0,-79.86,182,159.51,7.09,-20.93,5.33,3.08,5.21,1.6,0.96,0.39,,,348.6,1.35,1.73,1.37,3.08
PHAT,"Phathom Pharmaceuticals, Inc.",14.85,USD,NASDAQ,1.57,1056405757,USD,,0,-61.06,54.21,320.68,40.62,22.02,13.67,8.31,12.62,0.47,2.83,0.95,,-91.05,415.51,1.42,1.65,1.79,3.06
PNG,Kraken Robotics Inc,5.19,CAD,TSXV,-6.49,1212896438,USD,90.73,0,779.66,112.7,108.43,35.16,-16.96,6.14,3.41,5.29,0.93,1.42,0.47,16.9,6.17,256.29,1.26,1.8,1.52,3.06
CRDO,Credo Technology Group Holding Ltd,142.96,USD,NASDAQ,-10.84,24730601333,USD,210.26,0,1081.45,204.16,138.98,22.51,-0.41,159,93.87,154.49,2.62,2.91,13.35,18.75,16.5,365.64,1.37,1.69,1.52,3.06
W,Wayfair Inc.,107.57,USD,NYSE,-3.71,14020468092,USD,,0,-52.6,173.72,173.58,36.2,43.05,96.73,57.98,90.02,3.04,2.9,5.34,,-5.51,383.49,1.38,1.67,1.86,3.05
ASTS,"AST SpaceMobile, Inc.",62.16,USD,NASDAQ,-3.61,22813921249,USD,,0,514.84,139.08,130.22,27.06,-29.92,74.03,42.26,64.45,2.45,1.09,6.09,-39.22,-17.44,296.36,1.3,1.75,1.47,3.05
ART,Arteche Lantegi Elkartea SA,20.6,EUR,BME,0,1363321977,USD,37.41,0.65,415,237.7,131.46,76.07,11.35,18.62,11.57,17.48,0.57,0.4,0.76,46.34,33.5,445.23,1.45,1.61,1.78,3.05
LASR,"nLIGHT, Inc.",30.65,USD,NASDAQ,-7.85,1556591034,USD,,0,10.29,174.4,140.02,15.75,3.13,32.25,18.87,30.9,2.48,1.78,2.27,-19.18,-16.19,330.16,1.33,1.71,1.62,3.04
WBD,"Warner Bros. Discovery, Inc. - Series A",22.18,USD,NASDAQ,-0.02,54973868032,USD,118.26,0,-6.39,136.26,142.86,87.22,28.02,21.36,12.73,19.31,1.74,1.64,0.74,1.36,1.84,366.33,1.37,1.68,1.74,3.04
AMRC,"Ameresco, Inc.",32.47,USD,NYSE,-3.72,1714069557,USD,27.5,0,-26.05,19.8,120.25,56.08,-19.84,38.32,20.8,35.49,2.42,1.8,2.39,6.31,3.1,196.13,1.2,1.84,1.56,3.04
NUVB,Nuvation Bio Inc.,4.76,USD,NYSE,-3.45,1636647094,USD,,0,-52.73,61.9,112.5,71.84,30.05,4.68,2.66,3.97,1.5,1.68,0.38,-52.49,-44.55,246.25,1.25,1.76,1.79,3.01
FRES,Fresnillo PLC,2410,GBX,LSE,2.82,22682621676,USD,50.45,1.49,115.37,285.91,138.38,41.1,-5.49,2250.48,1467.17,2282.56,0.07,0.16,120.41,12.14,28.62,465.39,1.47,1.53,1.64,3
METC,"Ramaco Resources, Inc.",23.1,USD,NASDAQ,-5.09,1444601459,USD,,0,638.02,92.98,156.1,-14.44,-55.58,31.91,18.12,33.32,0.38,-0.02,3.16,-7.4,-5.33,234.64,1.23,1.76,1.27,3
GH,"Guardant Health, Inc.",96.14,USD,NASDAQ,-1.74,12438056289,USD,,0,-14.43,225.68,136.45,59.28,56.43,83.48,52.8,70.1,1.57,1.33,4.93,,-37.16,421.4,1.42,1.58,1.82,3
TSEM,Tower Semiconductor Ltd.,99.49,USD,NASDAQ,-6.51,11118666163,USD,57.66,0,323.36,112.68,136.32,110.56,39.97,83.79,51.17,75.66,0.94,1.75,4.99,7.19,5.91,359.56,1.36,1.64,1.94,3
PLUG,"Plug Power, Inc.",2.5,USD,NASDAQ,-8.44,3478150711,USD,,0,-89.43,30.19,250.54,50.58,-32.62,2.83,1.7,2.7,2.29,0.73,0.31,-95.42,-30.67,331.32,1.33,1.66,1.47,2.99
LUMN,"Lumen Technologies, Inc.",8.26,USD,NYSE,-3.39,8471817968,USD,,0,-17.32,-12.41,97.14,86.46,26.49,9.21,5.08,7.43,1.45,1.69,0.9,,0.56,171.18,1.17,1.81,1.63,2.99
DK,"Delek US Holdings, Inc.",40.59,USD,NYSE,-0.64,2437492552,USD,,2.5,175.19,121.8,118.23,91.19,21.42,37.93,22.87,34.49,0.97,1.38,2.07,-115.95,0.35,331.22,1.33,1.66,1.77,2.99
NG,Novagold Resources Inc.,8.73,USD,AMEX,0,3552472805,USD,,0,-19.39,159.05,153.04,45.74,-11.19,8.56,5.24,8.46,1.26,1.93,0.49,-130.89,-10.32,357.84,1.36,1.63,1.67,2.99
UPB,"Upstream Bio, Inc.",23.5,USD,NASDAQ,-0.91,1270177009,USD,,0,9.33,-10.59,167.41,25.83,13.83,23.48,13.1,20.4,1.95,0.71,1.45,-40.8,-46.75,182.64,1.18,1.79,1.79,2.98
TTMI,"TTM Technologies, Inc.",63.93,USD,NASDAQ,-9.32,6605933353,USD,50.95,0,395.2,152.49,121.13,50.92,19.27,63.2,38.24,57.84,1.66,1.94,3.88,8.12,8.58,324.54,1.32,1.65,1.67,2.98
OGC,OceanaGold Corporation,36.11,CAD,TSX,-1.39,5992950882,USD,15.2,0.34,565.01,213.45,118.06,57.69,6.27,32.64,20.53,30.87,0.9,1.32,1.47,21.55,26.32,389.2,1.39,1.59,1.76,2.98
TRVI,"Trevi Therapeutics, Inc.",11.67,USD,NASDAQ,-1.52,1421135860,USD,,0,239.4,283.88,88.53,54.37,23.49,10.97,7.1,9.82,0.68,0.05,0.59,-35.74,-38.72,426.78,1.43,1.55,1.64,2.97
NGL,NGL ENERGY PARTNERS LP,9.7,USD,NYSE,-5.45,1219558601,USD,,0,271.66,141.91,192.18,95.97,59.55,7.47,4.85,6.71,0.22,0.31,0.41,12.4,10.01,430.05,1.43,1.54,2,2.97
SHLS,"Shoals Technologies Group, Inc.",8.3,USD,NASDAQ,-7.11,1388487056,USD,41.85,0,-73.5,68.94,68.6,78.77,-9.05,9.86,5.63,8.74,1.69,0.66,0.77,5.86,7.55,216.31,1.22,1.75,1.47,2.97
HOOD,"Robinhood Markets, Inc.",123.1,USD,NASDAQ,-7.43,1.1069E+11,USD,51.1,0,223.95,266.04,102.12,11.17,-9.96,136.18,85.6,132.41,2.42,3.04,8.34,27.82,,379.33,1.38,1.59,1.44,2.97
RCUS,"Arcus Biosciences, Inc.",19.87,USD,NYSE,-0.65,2458486060,USD,,0,-13.65,17.78,130.24,97.91,21.83,18.88,10.98,15.57,0.9,1.82,1.13,-68.13,-42.23,245.93,1.25,1.72,1.81,2.97
RUN,Sunrun Inc.,19.38,USD,NASDAQ,-0.31,4496970679,USD,,0,-64.84,98.16,50.58,84.92,-5.19,19.81,11.47,18.67,2.35,1.63,1.58,-59.68,-1.75,233.67,1.23,1.73,1.69,2.96
CDE,"Coeur Mining, Inc.",15.32,USD,NYSE,-1.95,9841989320,USD,22.47,0,90.85,137.23,114.04,31.43,-25.97,17.32,10.38,17.66,1.21,1.21,1.17,19.57,15.81,282.7,1.28,1.67,1.48,2.95
SYM,Symbotic Inc.,59.25,USD,NASDAQ,-6.12,34986137916,USD,,0,472.45,72.74,118.07,12.75,-13.66,70.88,40.55,63.17,2.11,2.38,5.99,-4.09,-9,203.55,1.2,1.75,1.46,2.95
