Symbol,Description,Price,Price - Currency,Exchange,Price Change % 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Dividend yield %, Trailing 12 months",Performance % 5 years,Performance % 1 year,Performance % 6 months,Performance % 3 months,Performance % 1 month,Simple Moving Average (21) 1 day,Simple Moving Average (200) 1 day,Simple Moving Average (50) 1 day,Beta 5 years,Beta 1 year,Average True Range (14) 1 day,"Return on equity %, Trailing 12 months","Return on capital employed %, Trailing 12 months",perf_sum,perf_norm,MRAT,Diff,score
FORD,"Forward Industries, Inc.",29.42,USD,NASDAQ,0.67,2487210316.14,USD,,0.0,110.18,750.43,572.57,379.23,106.35,27.5,9.03,18.47,0.56,-1.69,4.26,-235.29,-107.4,1702.24,2.7,3.05,3.26,5.75
QBTS,D-Wave Quantum Inc.,26.63,USD,NYSE,-0.5,9106923045.25,USD,,0.0,159.78,2562.7,266.26,75.18,66.63,20.51,11.92,18.56,1.38,1.96,1.92,-83.7,-18.66,2904.14,3.9,1.72,2.23,5.62
QUBT,Quantum Computing Inc.,20.35,USD,NASDAQ,1.02,3253623071.51,USD,,0.0,421.79,2918.39,171.33,8.65,26.79,17.72,12.57,16.63,3.88,1.29,1.91,-32.63,-13.25,3098.37,4.1,1.41,1.62,5.51
OKLO,Oklo Inc.,117.01,USD,NYSE,5.86,17271751352.92,USD,,0.0,1070.1,1222.15,435.51,113.13,50.65,96.56,48.15,82.89,0.61,2.74,10.44,-11.34,-14.45,1770.79,2.77,2.01,2.43,4.78
AMPX,"Amprius Technologies, Inc.",11.15,USD,NYSE,2.01,1394595612.74,USD,,0.0,23.75,1111.96,347.79,164.85,51.49,9.23,4.38,8.25,2.74,2.19,0.82,-68.88,-43.88,1624.59,2.62,2.11,2.55,4.73
IREN,IREN Limited,44.27,USD,NASDAQ,5.76,12003802813.34,USD,,0.0,58.11,372.99,589.59,216.23,60.99,35.36,13.87,25.73,4.04,2.55,3.55,5.97,-1.74,1178.81,2.18,2.55,3.19,4.73
CELC,Celcuity Inc.,50.77,USD,NASDAQ,0.34,2154004104.83,USD,,0.0,749.0,252.32,457.3,273.31,-6.93,54.41,20.28,46.71,0.73,-0.16,2.93,-134.54,-70.38,982.93,1.98,2.68,2.5,4.67
BMNR,"BitMine Immersion Technologies, Inc.",53.77,USD,AMEX,6.48,15310593985.28,USD,,0.0,51.04,502.8,646.81,3.4,19.07,50.23,21.15,47.39,1.55,15.03,5.29,-95.27,-71.85,1153.01,2.15,2.37,2.54,4.53
NKTR,Nektar Therapeutics,58.37,USD,NASDAQ,-0.22,1110114038.66,USD,,0.0,-76.96,241.35,512.81,133.9,97.66,48.37,18.79,34.85,1.07,4.8,3.54,-440.8,-65.91,888.05,1.89,2.57,3.11,4.46
BE,Bloom Energy Corporation,74.51,USD,NYSE,5.96,17436124704.37,USD,15854.04,0.0,338.83,602.96,262.6,218.16,38.3,67.0,29.4,51.31,3.29,1.92,5.67,4.65,5.36,1083.72,2.08,2.28,2.53,4.36
MFH,Mercurity Fintech Holding Inc. - American,17.98,USD,NASDAQ,-1.18,1241659859.62,USD,,0.0,614.24,1098.33,215.35,327.98,164.34,9.76,5.85,6.43,3.89,0.45,1.53,-21.63,-12.19,1641.66,2.64,1.67,3.07,4.31
CDTX,"Cidara Therapeutics, Inc.",91.99,USD,NASDAQ,1.65,2332687209.84,USD,,0.0,59.15,763.75,401.58,89.67,40.74,70.52,35.77,66.26,1.29,3.48,5.05,-37.05,-42.05,1255.0,2.25,1.97,2.57,4.23
QURE,uniQure N.V.,53.8,USD,NASDAQ,-0.94,2951840805.97,USD,,0.0,49.44,973.85,454.07,284.29,230.67,22.86,15.11,18.19,0.13,0.94,3.91,-427.47,-30.14,1712.21,2.71,1.51,3.56,4.23
TDUP,ThredUp Inc.,9.22,USD,NASDAQ,0.11,1135543345.83,USD,,0.0,-49.48,959.77,287.39,25.27,-18.41,10.42,5.6,10.03,1.76,3.44,0.5,-58.93,-24.78,1272.44,2.27,1.86,1.65,4.13
JMIA,Jumia Technologies AG Sponsored ADR,11.79,USD,NYSE,3.6,1393626963.0,USD,,0.0,51.93,115.93,445.83,198.48,30.13,10.25,4.45,7.97,2.68,2.11,0.68,-176.83,-156.79,760.25,1.76,2.31,2.65,4.07
PRCH,"Porch Group, Inc.",17.03,USD,NASDAQ,-0.37,1775375985.96,USD,36.7,0.0,57.66,970.87,143.24,44.05,4.59,18.01,9.51,16.02,2.83,2.37,0.83,,4.8,1158.17,2.16,1.89,1.79,4.05
FMCC,Freddie Mac,12.64,USD,OTC,2.43,8216753070.51,USD,,0.0,548.21,962.18,121.75,53.4,36.5,12.34,6.74,9.76,2.1,0.46,0.88,19.5,,1137.34,2.14,1.83,1.88,3.97
MLYS,"Mineralys Therapeutics, Inc.",40.48,USD,NASDAQ,1.21,3139633517.42,USD,,0.0,91.82,234.5,192.24,200.26,165.93,35.86,15.61,23.23,-0.3,1.13,2.02,-63.21,-67.28,627.0,1.63,2.3,2.59,3.92
ABTC,American Bitcoin Corp.,6.62,USD,NASDAQ,0.61,1167524605.34,USD,,0.0,-99.91,122.0,760.3,49.15,-23.47,7.49,3.8,6.73,4.04,5.93,0.86,,,931.45,1.93,1.97,1.74,3.9
NBIS,Nebius Group N.V.,111.03,USD,NASDAQ,3.09,27703750061.54,USD,,0.0,71.42,363.78,401.72,103.35,55.19,89.76,44.4,73.69,1.08,2.78,6.55,4.95,-10.3,868.85,1.87,2.02,2.5,3.89
SATS,EchoStar Corporation,72.89,USD,NASDAQ,-0.76,20971650054.26,USD,,0.0,187.88,169.96,194.03,162.38,27.56,72.29,30.8,48.53,0.99,1.37,3.44,-1.6,-1.02,526.38,1.53,2.35,2.37,3.87
AMLX,"Amylyx Pharmaceuticals, Inc.",14.06,USD,NASDAQ,-3.17,1499744072.0,USD,,0.0,-33.05,332.62,335.29,121.07,48.78,11.99,5.82,9.82,-0.44,1.8,0.63,-87.42,-73.87,788.98,1.79,2.06,2.41,3.85
UUUU,Energy Fuels Inc,16.59,USD,AMEX,-0.72,3826896572.14,USD,,0.0,858.96,198.38,357.02,185.54,35.54,13.77,6.67,11.48,1.77,0.98,1.26,-18.27,-16.15,740.95,1.74,2.07,2.49,3.81
GRGD,Groupe Dynamite Inc.,59.93,CAD,TSX,-0.02,3978674320.27,USD,,0.0,186.75,186.75,323.23,129.27,68.44,50.45,23.35,41.46,3.15,1.94,2.23,,,639.25,1.64,2.16,2.57,3.8
CIFR,Cipher Mining Inc.,11.7,USD,NASDAQ,1.96,4599440743.16,USD,,0.0,19.34,179.78,391.39,148.83,61.31,10.62,5.15,7.83,2.77,3.9,1.14,-21.39,-18.16,720.0,1.72,2.06,2.27,3.78
PSIX,"Power Solutions International, Inc.",109.5,USD,NASDAQ,5.58,2521768068.49,USD,22.75,0.0,3550.0,455.84,343.86,69.19,29.68,97.95,51.59,92.28,1.44,2.64,7.37,138.29,80.74,868.89,1.87,1.9,2.12,3.77
LEU,Centrus Energy Corp.,305.66,USD,AMEX,0.1,5565409017.05,USD,50.22,0.0,3385.29,457.06,387.42,76.51,44.39,246.3,132.87,224.67,1.54,1.64,23.46,48.11,16.52,920.99,1.92,1.85,2.3,3.77
ATAI,ATAI Life Sciences N.V.,5.4,USD,NASDAQ,2.47,1157426995.22,USD,,0.0,-74.29,350.0,325.2,104.55,16.13,4.84,2.43,4.38,1.56,1.19,0.36,,,779.74,1.78,1.99,2.22,3.77
FNMA,Fannie Mae,12.94,USD,OTC,1.49,14985654145.84,USD,,0.0,540.59,960.66,96.36,36.21,15.33,13.23,7.87,11.17,2.07,0.36,0.9,16.11,,1093.22,2.09,1.68,1.64,3.77
PGEN,"Precigen, Inc.",3.58,USD,NASDAQ,2.14,1068232845.48,USD,,0.0,1.27,285.48,148.96,152.46,-20.69,4.0,1.86,3.09,1.82,1.88,0.31,-668.03,-146.62,586.91,1.59,2.16,1.93,3.74
MVST,"Microvast Holdings, Inc.",3.82,USD,NASDAQ,-1.29,1242852724.19,USD,,0.0,-62.47,1258.95,161.64,3.52,36.43,3.24,2.53,3.05,3.12,-2.79,0.25,-33.65,8.16,1424.11,2.42,1.28,1.51,3.7
DSV,Discovery Silver Corp,5.36,CAD,TSX,2.98,2996091209.33,USD,,0.0,180.89,605.92,160.44,83.73,32.47,4.74,2.61,4.11,2.32,1.7,0.25,-3.65,3.73,850.09,1.85,1.81,2.05,3.66
CRDO,Credo Technology Group Holding Ltd,151.75,USD,NASDAQ,6.17,26252079469.49,USD,223.19,0.0,1154.13,384.82,278.62,67.14,15.95,151.37,80.43,128.97,2.59,2.87,9.5,18.75,16.5,730.59,1.73,1.88,1.89,3.61
PL,Planet Labs PBC,12.57,USD,NYSE,3.03,3870592016.24,USD,,0.0,28.27,453.74,279.76,76.3,76.05,9.7,5.38,7.91,2.68,3.49,0.64,-19.9,-15.61,809.8,1.81,1.8,2.34,3.61
TRML,"Tourmaline Bio, Inc.",47.75,USD,NASDAQ,0.02,1226805857.69,USD,,0.0,-72.32,89.03,241.8,203.37,107.07,41.4,20.09,30.01,2.06,1.33,1.0,-29.62,-34.29,534.21,1.53,2.06,2.38,3.6
PGY,Pagaya Technologies Ltd.,34.26,USD,NASDAQ,-1.1,2624604563.36,USD,,0.0,-71.45,248.88,240.22,60.69,-11.56,38.19,18.65,34.55,2.26,3.79,2.53,-62.92,12.35,549.79,1.55,2.05,1.84,3.6
VSAT,"ViaSat, Inc.",28.88,USD,NASDAQ,-0.16,3878182843.09,USD,,0.0,-16.25,139.71,202.46,97.03,-10.85,30.32,14.21,26.02,1.28,1.53,1.82,-12.48,0.41,439.2,1.44,2.13,2.03,3.57
METC,"Ramaco Resources, Inc.",31.0,USD,NASDAQ,-1.37,1883053315.21,USD,,0.44,742.39,171.93,271.26,117.09,21.57,27.79,13.91,24.8,1.3,2.04,2.22,-5.55,-3.26,560.27,1.56,2.0,2.23,3.56
WULF,TeraWulf Inc.,11.1,USD,NASDAQ,2.45,4526140343.74,USD,,0.0,209.05,114.19,303.45,159.84,17.28,10.45,5.28,8.24,3.38,3.05,0.75,-46.99,-21.57,577.48,1.58,1.98,2.1,3.56
RZLV,Rezolve AI PLC,5.76,USD,NASDAQ,-3.19,1403547054.9,USD,,0.0,-41.04,-17.71,350.0,94.59,62.25,5.93,2.8,4.26,-0.3,1.97,0.66,,,426.88,1.43,2.12,2.06,3.55
COMM,"CommScope Holding Company, Inc.",15.32,USD,NASDAQ,-0.55,3392408188.91,USD,,0.0,72.27,151.48,192.27,87.68,-4.4,16.17,7.72,14.25,2.48,2.89,0.62,,10.18,431.43,1.43,2.1,1.98,3.53
ALAB,"Astera Labs, Inc.",202.35,USD,NASDAQ,2.31,33634444132.86,USD,354.81,0.0,284.99,267.91,237.53,126.82,6.98,215.5,113.74,182.28,1.49,2.7,14.26,10.11,4.2,632.26,1.63,1.89,1.78,3.53
KLRHO,KILER HOLDING A.S.,110.2,TRY,BIST,-0.72,4265868750.0,USD,169.07,0.0,3769.38,278.43,359.17,57.2,68.12,86.97,47.72,74.25,0.16,0.8,7.58,4.56,9.9,694.8,1.69,1.82,2.31,3.52
APLD,Applied Digital Corporation,22.34,USD,NASDAQ,2.9,5842352217.78,USD,,0.0,29692.63,170.46,281.23,123.4,32.11,18.76,9.92,15.9,6.46,3.3,1.54,-53.71,-9.5,575.09,1.58,1.89,2.25,3.47
MP,MP Materials Corp.,68.05,USD,NYSE,-0.85,12051539674.93,USD,,0.0,389.57,293.58,173.84,105.34,-7.85,67.79,35.99,67.84,2.33,0.38,4.94,-9.57,-6.69,572.76,1.57,1.88,1.89,3.46
AVIO,Avio SpA,52.5,EUR,MIL,9.03,1468624400.34,USD,229.56,0.31,283.77,319.33,188.78,120.59,47.47,41.2,22.62,35.64,0.43,0.3,2.57,1.96,,628.7,1.63,1.82,2.32,3.45
IDIA,Idorsia Ltd.,3.74,CHF,SIX,2.74,1051478226.44,USD,,0.0,-84.7,125.74,243.58,72.58,37.68,3.49,1.75,3.09,1.78,1.74,0.24,,-84.17,441.9,1.44,2.0,2.14,3.44
CLS,Celestica Inc.,345.81,CAD,TSX,1.76,28017743121.23,USD,53.93,0.0,3602.46,393.1,212.87,63.24,19.24,332.35,188.56,291.51,1.62,2.72,16.45,30.86,31.0,669.2,1.67,1.76,1.83,3.43
AII,Almonty Industries Inc.,8.34,CAD,TSX,0.72,1289237265.67,USD,,0.0,661.64,586.42,156.22,23.01,35.39,6.78,4.07,6.2,1.25,2.04,0.43,-355.57,-8.67,765.65,1.77,1.67,2.05,3.43
CDE,"Coeur Mining, Inc.",18.98,USD,NYSE,2.9,12195530727.52,USD,48.65,0.0,157.11,155.38,241.89,108.75,50.48,16.01,8.4,12.92,1.2,1.33,0.76,9.88,13.41,506.02,1.51,1.91,2.26,3.41
OUST,"Ouster, Inc.",28.06,USD,NASDAQ,0.83,1622407886.3,USD,,0.0,-71.07,338.44,229.92,17.41,-7.88,29.78,16.35,28.66,4.73,0.99,2.48,-46.96,-44.01,585.77,1.59,1.82,1.72,3.41
LASR,"nLIGHT, Inc.",29.66,USD,NASDAQ,1.82,1480037895.73,USD,,0.0,24.57,174.38,286.2,48.23,0.1,29.43,15.45,26.2,2.44,1.35,1.39,-20.63,-18.55,508.81,1.51,1.9,1.92,3.41
IONQ,"IonQ, Inc.",67.22,USD,NYSE,-0.09,20010210804.11,USD,,0.0,504.21,655.28,191.25,58.65,57.98,56.72,37.85,47.59,2.54,2.61,4.16,-57.06,-40.09,905.18,1.91,1.5,1.78,3.4
PASEU,Pasifik Eurasia Lojistik dis Ticaret AS,115.3,TRY,BIST,5.39,1738672320.0,USD,520.54,0.0,1577.09,406.81,197.32,30.58,6.76,114.07,64.45,102.98,1.43,-0.02,5.6,8.05,15.47,634.71,1.63,1.77,1.79,3.4
HOOD,"Robinhood Markets, Inc.",126.86,USD,NASDAQ,4.18,112741766837.57,USD,64.44,0.0,233.86,462.59,211.78,33.53,23.36,116.27,69.66,110.94,2.36,3.23,5.34,23.54,,707.9,1.71,1.67,1.82,3.38
SSRM,SSR Mining Inc.,24.78,USD,NASDAQ,2.69,5024650545.26,USD,31.43,0.0,34.38,302.91,148.04,91.12,36.3,22.06,12.1,17.89,0.29,1.35,0.83,5.33,4.3,542.06,1.54,1.82,2.05,3.37
STOK,"Stoke Therapeutics, Inc.",24.3,USD,NASDAQ,0.66,1331577191.45,USD,28.76,0.0,-29.03,94.87,294.48,116.0,21.5,22.33,11.98,18.34,1.14,2.18,1.14,18.17,13.23,505.35,1.51,1.86,2.03,3.37
TMC,TMC the metals company Inc.,6.26,USD,NASDAQ,-1.57,2544019693.77,USD,,0.0,-39.11,501.92,281.71,-3.69,19.92,5.64,3.64,5.74,1.56,-0.69,0.46,-364.03,-108.15,779.94,1.78,1.55,1.72,3.33
HOUS,Anywhere Real Estate Inc.,10.49,USD,NYSE,0.48,1175129813.72,USD,,0.0,-13.16,94.98,219.82,192.2,66.77,7.71,4.26,6.29,1.67,1.88,0.59,-6.89,,507.0,1.51,1.81,2.46,3.32
CURA,"Curaleaf Holdings, Inc.",3.85,CAD,TSX,16.67,1808519218.31,USD,,0.0,-30.0,-6.1,196.15,256.48,-19.12,3.73,1.99,3.29,1.49,2.54,0.36,-25.49,0.42,446.54,1.45,1.88,1.94,3.32
CYD,China Yuchai International Limited,41.63,USD,NYSE,0.56,1561887802.38,USD,25.43,1.28,135.73,244.05,136.53,74.77,26.23,37.8,20.22,31.55,0.98,0.89,1.84,4.73,1.2,455.35,1.46,1.87,2.06,3.32
KTOS,"Kratos Defense & Security Solutions, Inc.",88.98,USD,NASDAQ,3.13,15019333920.06,USD,954.72,0.0,354.68,280.09,210.68,92.26,29.92,73.6,42.37,67.37,1.05,1.42,3.65,0.88,1.21,583.04,1.58,1.74,2.1,3.32
FRES,Fresnillo PLC,2346.0,GBX,LSE,1.12,22906837988.44,USD,49.11,1.51,96.56,268.0,149.31,59.27,32.24,2185.43,1195.16,1843.48,0.11,0.45,85.47,12.14,28.62,476.58,1.48,1.83,1.96,3.31
ENERY,Enerya Enerji A.S.,10.23,TRY,BIST,-1.92,2168067064.89,USD,4.7,0.11,550.62,209.76,210.94,50.0,-4.03,10.94,5.94,10.06,1.05,0.52,0.42,10.23,5.07,470.7,1.47,1.84,1.72,3.31
APP,Applovin Corporation,703.52,USD,NASDAQ,5.02,237965581368.78,USD,104.51,0.0,905.03,445.58,157.39,102.74,46.35,585.15,372.78,485.09,2.44,3.71,26.17,240.3,63.6,705.71,1.71,1.57,1.89,3.28
LDI,"loanDepot, Inc.",3.04,USD,NYSE,-3.02,1004558831.76,USD,,0.0,-78.32,7.27,168.64,142.85,47.36,3.39,1.74,2.51,3.05,0.15,0.38,-23.67,,318.75,1.32,1.95,1.75,3.27
EXA,Exail Technologies SA,98.1,EUR,EURONEXT,2.83,1921484690.81,USD,1209.62,0.0,1047.68,445.0,151.22,-1.7,-12.1,103.06,61.91,109.5,0.79,0.23,6.21,1.14,4.59,594.51,1.59,1.66,1.58,3.26
RKLB,Rocket Lab Corporation,47.77,USD,NASDAQ,3.27,23120397095.51,USD,,0.0,389.98,438.59,171.59,29.06,-0.16,48.07,30.94,46.34,2.18,2.14,3.33,-40.45,-21.18,639.25,1.64,1.55,1.54,3.19
AMSC,American Superconductor Corporation,61.26,USD,NASDAQ,4.59,2766558362.51,USD,155.13,0.0,288.71,175.95,244.54,69.98,14.16,55.72,32.73,52.41,2.89,2.07,3.56,6.41,4.67,490.47,1.49,1.7,1.87,3.19
BITF,Bitfarms Ltd.,3.65,CAD,TSX,2.53,1409931356.05,USD,,0.0,1006.06,19.67,225.89,250.96,100.55,3.06,1.82,2.29,4.09,3.35,0.33,-15.48,-17.17,496.53,1.5,1.68,2.0,3.17
EOSE,"Eos Energy Enterprises, Inc.",10.34,USD,NASDAQ,2.12,2885671815.6,USD,,0.0,-1.57,294.47,164.32,105.47,44.95,8.5,5.43,7.2,2.17,1.08,0.67,,-97.13,564.26,1.56,1.57,1.9,3.13
ASST,"Strive, Inc.",2.52,USD,NASDAQ,3.28,1601057572.52,USD,,0.0,-91.43,63.64,388.85,-31.52,-60.06,5.09,2.98,4.57,17.39,-3.16,1.0,-316.64,-319.59,420.96,1.42,1.71,0.84,3.13
LITE,Lumentum Holdings Inc.,164.18,USD,NASDAQ,2.14,11476531750.24,USD,696.29,0.0,120.92,152.51,165.5,76.6,20.32,156.83,90.67,131.82,1.42,2.4,7.45,2.48,-4.82,394.61,1.39,1.73,1.81,3.12
WDC,Western Digital Corporation,117.14,USD,NASDAQ,9.6,40640190602.47,USD,22.81,0.09,310.35,120.03,190.54,83.96,43.61,99.49,58.12,85.07,1.7,2.09,3.79,25.98,21.47,394.52,1.39,1.71,2.02,3.11
VNP,5N Plus Inc.,16.34,CAD,TSX,0.55,1037389799.46,USD,32.8,0.0,833.71,140.65,211.83,85.47,5.56,15.38,9.19,14.56,1.78,1.31,0.55,21.38,16.24,437.95,1.44,1.67,1.78,3.11
MAU,Montage Gold Corp.,7.13,CAD,TSX,0.99,1825056822.12,USD,,0.0,470.4,275.26,120.06,60.22,34.02,6.28,3.79,5.48,1.39,0.89,0.21,-95.18,-28.15,455.55,1.46,1.66,1.88,3.11
UEC,Uranium Energy Corp.,13.75,USD,AMEX,0.55,6387452950.11,USD,,0.0,1247.57,115.78,200.77,103.03,25.18,12.39,7.31,10.76,1.43,1.43,0.9,-9.95,-7.53,419.58,1.42,1.69,1.88,3.11
TPC,Tutor Perini Corporation,64.97,USD,NYSE,0.47,3426992441.18,USD,,0.0,468.96,148.47,186.61,39.22,8.67,63.23,36.66,57.35,1.89,1.55,2.0,-10.61,-2.47,374.3,1.37,1.72,1.77,3.1
LIF,"Life360, Inc.",105.98,USD,NASDAQ,1.41,8218993310.75,USD,320.0,0.0,307.63,170.03,176.15,60.71,16.6,98.35,58.48,88.29,3.51,2.13,3.38,7.95,0.98,406.88,1.41,1.68,1.81,3.09
QS,QuantumScape Corporation,12.49,USD,NYSE,-1.31,7072276759.23,USD,,0.0,-30.55,113.22,212.37,92.23,52.56,10.36,6.24,9.79,4.42,2.16,1.05,-42.03,-42.1,417.81,1.42,1.66,2.0,3.08
FCT,Fincantieri S.p.A.,22.46,EUR,MIL,5.35,8077540924.5,USD,56.99,0.0,426.24,368.21,116.8,38.22,14.07,20.03,12.85,18.44,1.29,0.47,0.82,14.3,2.98,523.22,1.52,1.56,1.75,3.08
NG,Novagold Resources Inc.,8.44,USD,AMEX,1.69,3434216172.21,USD,,0.0,-28.29,92.26,188.05,104.36,28.07,7.22,4.29,6.41,1.1,1.71,0.31,-125.43,-9.96,384.67,1.38,1.68,1.97,3.07
ZEG,Zegona Communications Plc,1240.0,GBX,LSE,0.81,12512363936.57,USD,,0.0,997.83,228.04,87.88,76.64,6.44,1193.1,715.4,1077.66,1.73,1.53,44.86,-34.61,,392.56,1.39,1.67,1.73,3.06
WLDN,"Willdan Group, Inc.",97.81,USD,NASDAQ,1.61,1434392166.97,USD,40.81,0.0,248.33,138.68,142.16,57.3,-15.18,101.17,58.67,100.01,1.3,0.94,5.12,14.68,11.87,338.14,1.34,1.72,1.67,3.06
INVES,Investco Holding A.S.,364.0,TRY,BIST,9.97,1467778125.0,USD,,0.0,1367.74,13.66,60.64,42.19,-35.0,594.96,308.98,503.38,0.29,0.2,47.54,-32.9,,116.48,1.12,1.93,1.18,3.04
STX,Seagate Technology Holdings PLC,233.23,USD,NASDAQ,7.23,49670369338.69,USD,34.44,1.31,366.74,110.72,178.52,62.37,35.55,203.73,120.76,175.55,1.55,2.0,7.64,,38.24,351.61,1.35,1.69,1.93,3.04
HUT,Hut 8 Corp.,34.51,USD,NASDAQ,4.06,3641241194.56,USD,24.61,0.0,920.86,166.24,165.63,90.85,30.65,32.25,19.99,26.26,4.49,2.71,2.45,15.87,-5.9,422.72,1.42,1.61,1.73,3.04
SOFI,"SoFi Technologies, Inc.",27.94,USD,NASDAQ,-0.13,33125597201.25,USD,56.36,0.0,154.05,257.35,141.95,55.25,6.82,27.01,17.06,24.58,1.94,2.45,1.27,8.8,,454.55,1.45,1.58,1.64,3.04
INDV,Indivior PLC,23.79,USD,NASDAQ,-0.54,2968274055.2,USD,33.56,0.0,216.86,140.06,155.81,62.28,-0.42,23.73,14.23,22.28,0.92,0.85,0.78,,68.99,358.15,1.36,1.67,1.67,3.03
MAGEN,MARGUN ENERJI URETIM SANAYI VE TICARET A.S.,57.45,TRY,BIST,-1.79,1625922868.32,USD,,0.0,1956.48,166.71,105.18,74.41,15.59,55.86,33.15,49.56,1.19,0.48,2.46,-8.6,0.24,346.3,1.35,1.69,1.73,3.03
RAPP,"Rapport Therapeutics, Inc.",26.52,USD,NASDAQ,-0.28,1222694266.17,USD,,0.0,47.31,27.23,184.19,139.95,57.83,23.64,14.15,18.66,0.75,1.58,2.5,-29.42,-33.28,351.38,1.35,1.67,1.87,3.02
GRTHO,Grainturk Holding A.S.,496.5,TRY,BIST,-3.5,1520990625.0,USD,63.86,0.02,2464.57,377.4,51.14,48.88,18.21,492.35,318.58,465.15,0.68,0.95,30.37,19.63,12.25,477.42,1.48,1.55,1.56,3.02
DAVE,Dave Inc.,216.7,USD,NASDAQ,-0.64,2925106167.67,USD,57.23,0.0,-30.9,437.57,164.49,-19.07,-1.59,218.02,152.04,211.32,3.95,2.01,13.16,30.72,36.43,582.99,1.58,1.43,1.43,3.02
PAF,Pan African Resources PLC,88.8,GBX,LSE,2.42,2355116438.26,USD,16.2,1.11,287.77,164.29,101.82,99.55,38.97,79.21,48.46,67.66,0.51,0.72,3.83,31.72,31.24,365.65,1.37,1.63,1.83,3.0
STRL,"Sterling Infrastructure, Inc.",348.57,USD,NASDAQ,1.89,10603439801.47,USD,37.9,0.0,2280.94,138.08,208.74,52.31,20.2,318.7,198.77,294.95,1.35,2.42,15.41,36.72,25.2,399.13,1.4,1.6,1.75,3.0
W,Wayfair Inc.,85.9,USD,NYSE,-1.05,11138522562.1,USD,,0.0,-71.12,54.7,177.2,69.44,13.99,85.26,50.62,77.4,2.96,2.63,3.66,,-15.01,301.34,1.3,1.68,1.7,2.99
TTMI,"TTM Technologies, Inc.",57.17,USD,NASDAQ,2.5,5906677832.11,USD,64.16,0.0,397.15,202.02,181.78,40.99,23.2,50.22,32.3,46.92,1.57,1.87,2.51,5.89,7.98,424.79,1.42,1.55,1.77,2.98
RDDT,"Reddit, Inc.",244.5,USD,NYSE,1.83,45759688376.69,USD,206.38,0.0,420.21,267.17,133.19,61.05,8.41,245.93,161.53,218.12,2.42,2.16,13.07,10.11,6.06,461.41,1.46,1.52,1.51,2.98
